Mexico,"la concordia, chiapas",1300,1300,1300,2012,alfredo bojalil,Arabica,Pacas,Natural / Dry,250,1.0,7.67,7.58,7.5,7.75,7.75,7.75,10.0,10.0,0.11,83.83,Unknown
Mexico,"huazalingo, hidalgo",700,700,700,2012,saul m. hernandez ramirez,Arabica,Caturra,Natural / Dry,10,1.0,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,0.13,83.75,None
Guatemala,quetzaltenango,1300,1300,1300,2012,the coffee source inc.,Arabica,Caturra,Washed / Wet,250,1.360776,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,0.11,83.75,Bluish-Green
Colombia,huila,1750,1750,1750,2012,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70.0,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,0.11,83.67,Green
Guatemala,oriente,1450,1450,1450,2012,the coffee source inc.,Arabica,Caturra,Natural / Dry,250,1.0,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,0.11,83.67,Green
Guatemala,oriente,1310,1310,1310,2012,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,1.0,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,0.11,83.67,Green
Mexico,xicotepec de juarez,1100,1100,1100,2012,juan luis ortega carballo,Arabica,Typica,Washed / Wet,48,1.0,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,0.12,83.67,Green
Indonesia,east java,1200,1600,1400,2012,ekai international company ltd.,Arabica,Typica,Washed / Wet,10,60.0,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,0.12,83.67,Green
Guatemala,"sacatepequez, guatemala",1524,1524,1524,2012,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,250,69.0,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,0.1,83.67,Green
Colombia,huila,1600,1950,1775,2012,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,275,70.0,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,0.11,83.58,Green
Mexico,xalapa,1000,1000,1000,2012,alfredo bojalil,Arabica,Typica,Washed / Wet,250,1.0,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,0.12,83.58,Unknown
Colombia,cundinamarca,2136,2136,2136,2012,carcafe ltda ci,Arabica,Caturra,Natural / Dry,250,70.0,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,0.11,83.58,Green
Brazil,south of minas,1100,1100,1100,2012,nucoffee,Arabica,Catuai,Semi-washed / Semi-pulped,33,60.0,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,0.12,83.58,Blue-Green
Mexico,xalapa,1170,1170,1170,2012,manuel herrera juarez,Arabica,Bourbon,Natural / Dry,10,1.0,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,0.13,83.5,Green
Mexico,totutla,1400,1400,1400,2012,gabriel bernardo rivas ross,Arabica,Pacamara,Washed / Wet,15,1.0,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,0.12,83.5,Green
Guatemala,atitlan,1524,1524,1524,2012,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,275,69.0,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,0.1,83.5,Green
Colombia,huila,1600,1950,1775,2012,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,175,70.0,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,0.11,83.5,Green
Guatemala,oriente,1402,1402,1402,2012,felipe isaza,Arabica,Bourbon,Washed / Wet,250,2.0,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,0.0,83.5,Green
United States,kona,0,0,0,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Natural / Dry,13,45.3592,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,0.0,83.42,Green
Colombia,cundinamarca,1450,1450,1450,2012,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70.0,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,0.11,83.42,Green
Haiti,"thiotte, haiti",1280,1280,1280,2012,itiah coffee llc,Arabica,Typica,Washed / Wet,2,1.814368,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,0.11,83.33,Green
United States,kona,0,0,0,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Natural / Dry,7,45.3592,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,0.1,83.33,Bluish-Green
Burundi,kayanza,1880,1880,1880,2012,steven kil,Arabica,Bourbon,Washed / Wet,220,60.0,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,0.0,83.33,Unknown
Colombia,huila,1750,1750,1750,2012,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70.0,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,0.0,83.33,Green
United States,kona,0,0,0,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Natural / Dry,11,45.3592,7.58,7.75,7.83,8.0,8.08,7.67,9.33,9.33,0.11,83.25,Bluish-Green
Mexico,veracruz,0,0,0,2012,ernesto rodriguez luna,Arabica,Mundo Novo,Washed / Wet,10,1.0,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,0.13,83.25,Green
Guatemala,oriente,1310,1310,1310,2012,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,1.0,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,0.11,83.25,Green
Brazil,grama valley,1200,1200,1200,2012,nucoffee,Arabica,Yellow Bourbon,Semi-washed / Semi-pulped,30,60.0,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,0.11,83.25,Blue-Green
Colombia,huila,175,175,175,2012,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70.0,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,0.12,83.25,Green
Colombia,la plata,1600,1950,1775,2012,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,175,70.0,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,0.11,83.25,Green
Mexico,"tlanchinol, hidalgo",532,532,532,2012,saul m. hernandez ramirez,Arabica,Typica,Washed / Wet,10,1.0,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,0.12,83.17,None
Mexico,san bartolo tutotepec,1089,1089,1089,2012,saul m. hernandez ramirez,Arabica,Pacamara,Washed / Wet,10,1.0,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,0.14,83.17,None
Colombia,huila,1600,1950,1775,2012,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,275,70.0,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,0.11,83.17,Green
Mexico,san isidro,700,700,700,2012,fernando mendoza aparicio,Arabica,Typica,Washed / Wet,15,1.0,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,0.13,83.17,Green
Colombia,huila,1750,1750,1750,2012,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,250,70.0,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,0.11,83.17,Blue-Green
Mexico,la concordia,1380,1380,1380,2012,alfredo bojalil,Arabica,Typica,Washed / Wet,250,1.0,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,0.11,83.17,Unknown
Brazil,south of minas,1000,1000,1000,2012,nucoffee,Arabica,Mundo Novo,Natural / Dry,50,60.0,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,0.12,83.17,Green
Brazil,mogiana,950,950,950,2012,nucoffee,Arabica,Mundo Novo,Natural / Dry,100,60.0,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,0.11,83.17,Green
Guatemala,oriente,1402,1402,1402,2012,felipe isaza,Arabica,Bourbon,Washed / Wet,250,2.0,7.75,7.5,7.67,7.5,7.92,8.0,10.0,9.33,0.0,83.17,Green
United States,kona,0,0,0,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Natural / Dry,6,45.3592,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,0.1,83.08,Bluish-Green
Mexico,santa catarina juquila,1400,1400,1400,2012,maria luisa del carmen rojas narvaez,Arabica,Other,Washed / Wet,10,1.0,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,0.1,83.08,Unknown
United States,kona,0,0,0,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Natural / Dry,7,45.3592,7.67,7.58,7.5,7.67,7.92,8.0,9.33,10.0,0.0,83.08,Unknown
United States,kona,0,0,0,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Washed / Wet,6,45.3592,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,0.12,83.08,Green
Colombia,huila,1600,1950,1775,2012,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,275,70.0,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,0.11,83.0,Green
Mexico,coatepec,750,750,750,2012,rosa aurora falcon fernandez,Arabica,Typica,Washed / Wet,15,1.0,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,0.11,83.0,Green
