"Date.Day","Date.Month","Date.Year","Data.Cases","Data.Deaths","Location.Country","Location.Code","Data.Population","Location.Continent","Data.Rate"
"1","1","2020","0","0","Bahrain","BHR","1641164","Asia","0.0"
"1","1","2020","0","0","Belarus","BLR","9452409","Europe","0.0"
"1","1","2020","0","0","Belgium","BEL","11455519","Europe","0.0"
"1","1","2020","0","0","Brazil","BRA","211049519","America","0.0"
"1","1","2020","0","0","Cambodia","KHM","16486542","Asia","0.0"
"1","1","2020","0","0","Canada","CAN","37411038","America","0.0"
"1","1","2020","0","0","Cases_on_an_international_conveyance_Japan","","-1","Other","0.0"
"1","1","2020","0","0","China","CHN","1433783692","Asia","0.0"
"1","1","2020","0","0","Croatia","HRV","4076246","Europe","0.0"
"1","1","2020","0","0","Czechia","CZE","10649800","Europe","0.0"
"1","1","2020","0","0","Denmark","DNK","5806081","Europe","0.0"
"1","1","2020","0","0","Dominican_Republic","DOM","10738957","America","0.0"
"1","1","2020","0","0","Ecuador","ECU","17373657","America","0.0"
"1","1","2020","0","0","Egypt","EGY","100388076","Africa","0.0"
"1","1","2020","0","0","Estonia","EST","1324820","Europe","0.0"
"1","1","2020","0","0","Finland","FIN","5517919","Europe","0.0"
"1","1","2020","0","0","France","FRA","67012883","Europe","0.0"
"1","1","2020","0","0","Georgia","GEO","3996762","Europe","0.0"
"1","1","2020","0","0","Germany","DEU","83019213","Europe","0.0"
"1","1","2020","0","0","Greece","GRC","10724599","Europe","0.0"
"1","1","2020","0","0","Iceland","ISL","356991","Europe","0.0"
"1","1","2020","0","0","India","IND","1366417756","Asia","0.0"
"1","1","2020","0","0","Indonesia","IDN","270625567","Asia","0.0"
"1","1","2020","0","0","Iran","IRN","82913893","Asia","0.0"
"1","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"1","1","2020","0","0","Ireland","IRL","4904240","Europe","0.0"
"1","1","2020","0","0","Israel","ISR","8519373","Asia","0.0"
"1","1","2020","0","0","Italy","ITA","60359546","Europe","0.0"
"1","1","2020","0","0","Japan","JPN","126860299","Asia","0.0"
"1","1","2020","0","0","Kuwait","KWT","4207077","Asia","0.0"
"1","1","2020","0","0","Lebanon","LBN","6855709","Asia","0.0"
"1","1","2020","0","0","Lithuania","LTU","2794184","Europe","0.0"
"1","1","2020","0","0","Luxembourg","LUX","613894","Europe","0.0"
"1","1","2020","0","0","Malaysia","MYS","31949789","Asia","0.0"
"1","1","2020","0","0","Mexico","MEX","127575529","America","0.0"
"1","1","2020","0","0","Monaco","MCO","33085","Europe","0.0"
"1","1","2020","0","0","Nepal","NPL","28608715","Asia","0.0"
"1","1","2020","0","0","Netherlands","NLD","17282163","Europe","0.0"
"1","1","2020","0","0","New_Zealand","NZL","4783062","Oceania","0.0"
"1","1","2020","0","0","Nigeria","NGA","200963603","Africa","0.0"
"1","1","2020","0","0","North_Macedonia","MKD","2077132","Europe","0.0"
"1","1","2020","0","0","Norway","NOR","5328212","Europe","0.0"
"1","1","2020","0","0","Oman","OMN","4974992","Asia","0.0"
"1","1","2020","0","0","Pakistan","PAK","216565317","Asia","0.0"
"1","1","2020","0","0","Philippines","PHL","108116622","Asia","0.0"
"1","1","2020","0","0","Qatar","QAT","2832071","Asia","0.0"
"1","1","2020","0","0","Romania","ROU","19414458","Europe","0.0"
"1","1","2020","0","0","Russia","RUS","145872260","Europe","0.0"
"1","1","2020","0","0","San_Marino","SMR","34453","Europe","0.0"
"1","1","2020","0","0","Singapore","SGP","5804343","Asia","0.0"
"1","1","2020","0","0","South_Korea","KOR","51225321","Asia","0.0"
"1","1","2020","0","0","Spain","ESP","46937060","Europe","0.0"
"1","1","2020","0","0","Sri_Lanka","LKA","21323734","Asia","0.0"
"1","1","2020","0","0","Sweden","SWE","10230185","Europe","0.0"
"1","1","2020","0","0","Switzerland","CHE","8544527","Europe","0.0"
"1","1","2020","0","0","Taiwan","CNG1925","23773881","Asia","0.0"
"1","1","2020","0","0","Thailand","THA","69625581","Asia","0.0"
"1","1","2020","0","0","United_Arab_Emirates","ARE","9770526","Asia","0.0"
"1","1","2020","0","0","United_Kingdom","GBR","66647112","Europe","0.0"
"1","1","2020","0","0","United_States_of_America","USA","329064917","America","0.0"
"1","1","2020","0","0","Vietnam","VNM","96462108","Asia","0.0"
"2","1","2020","0","0","Afghanistan","AFG","38041757","Asia","0.0"
"2","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"2","1","2020","0","0","Armenia","ARM","2957728","Europe","0.0"
"2","1","2020","0","0","Australia","AUS","25203200","Oceania","0.0"
"2","1","2020","0","0","Austria","AUT","8858775","Europe","0.0"
"2","1","2020","0","0","Azerbaijan","AZE","10047719","Europe","0.0"
"2","1","2020","0","0","Bahrain","BHR","1641164","Asia","0.0"
"2","1","2020","0","0","Belarus","BLR","9452409","Europe","0.0"
"2","1","2020","0","0","Belgium","BEL","11455519","Europe","0.0"
"2","1","2020","0","0","Brazil","BRA","211049519","America","0.0"
"2","1","2020","0","0","Cambodia","KHM","16486542","Asia","0.0"
"2","1","2020","0","0","Canada","CAN","37411038","America","0.0"
"2","1","2020","0","0","Cases_on_an_international_conveyance_Japan","","-1","Other","0.0"
"2","1","2020","0","0","China","CHN","1433783692","Asia","0.0"
"2","1","2020","0","0","Croatia","HRV","4076246","Europe","0.0"
"2","1","2020","0","0","Czechia","CZE","10649800","Europe","0.0"
"2","1","2020","0","0","Denmark","DNK","5806081","Europe","0.0"
"2","1","2020","0","0","Dominican_Republic","DOM","10738957","America","0.0"
"2","1","2020","0","0","Ecuador","ECU","17373657","America","0.0"
"2","1","2020","0","0","Egypt","EGY","100388076","Africa","0.0"
"2","1","2020","0","0","Estonia","EST","1324820","Europe","0.0"
"2","1","2020","0","0","Finland","FIN","5517919","Europe","0.0"
"2","1","2020","0","0","France","FRA","67012883","Europe","0.0"
"2","1","2020","0","0","Georgia","GEO","3996762","Europe","0.0"
"2","1","2020","0","0","Germany","DEU","83019213","Europe","0.0"
"2","1","2020","0","0","Greece","GRC","10724599","Europe","0.0"
"2","1","2020","0","0","Iceland","ISL","356991","Europe","0.0"
"2","1","2020","0","0","India","IND","1366417756","Asia","0.0"
"2","1","2020","0","0","Indonesia","IDN","270625567","Asia","0.0"
"2","1","2020","0","0","Iran","IRN","82913893","Asia","0.0"
"2","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"2","1","2020","0","0","Ireland","IRL","4904240","Europe","0.0"
"2","1","2020","0","0","Israel","ISR","8519373","Asia","0.0"
"2","1","2020","0","0","Italy","ITA","60359546","Europe","0.0"
"2","1","2020","0","0","Japan","JPN","126860299","Asia","0.0"
"2","1","2020","0","0","Kuwait","KWT","4207077","Asia","0.0"
"2","1","2020","0","0","Lebanon","LBN","6855709","Asia","0.0"
"2","1","2020","0","0","Lithuania","LTU","2794184","Europe","0.0"
"2","1","2020","0","0","Luxembourg","LUX","613894","Europe","0.0"
"2","1","2020","0","0","Malaysia","MYS","31949789","Asia","0.0"
"2","1","2020","0","0","Mexico","MEX","127575529","America","0.0"
"2","1","2020","0","0","Monaco","MCO","33085","Europe","0.0"
"2","1","2020","0","0","Nepal","NPL","28608715","Asia","0.0"
"2","1","2020","0","0","Netherlands","NLD","17282163","Europe","0.0"
"2","1","2020","0","0","New_Zealand","NZL","4783062","Oceania","0.0"
"2","1","2020","0","0","Nigeria","NGA","200963603","Africa","0.0"
"2","1","2020","0","0","North_Macedonia","MKD","2077132","Europe","0.0"
"2","1","2020","0","0","Norway","NOR","5328212","Europe","0.0"
"2","1","2020","0","0","Oman","OMN","4974992","Asia","0.0"
"2","1","2020","0","0","Pakistan","PAK","216565317","Asia","0.0"
"2","1","2020","0","0","Philippines","PHL","108116622","Asia","0.0"
"2","1","2020","0","0","Qatar","QAT","2832071","Asia","0.0"
"2","1","2020","0","0","Romania","ROU","19414458","Europe","0.0"
"2","1","2020","0","0","Russia","RUS","145872260","Europe","0.0"
"2","1","2020","0","0","San_Marino","SMR","34453","Europe","0.0"
"2","1","2020","0","0","Singapore","SGP","5804343","Asia","0.0"
"2","1","2020","0","0","South_Korea","KOR","51225321","Asia","0.0"
"2","1","2020","0","0","Spain","ESP","46937060","Europe","0.0"
"2","1","2020","0","0","Sri_Lanka","LKA","21323734","Asia","0.0"
"2","1","2020","0","0","Sweden","SWE","10230185","Europe","0.0"
"2","1","2020","0","0","Switzerland","CHE","8544527","Europe","0.0"
"2","1","2020","0","0","Taiwan","CNG1925","23773881","Asia","0.0"
"2","1","2020","0","0","Thailand","THA","69625581","Asia","0.0"
"2","1","2020","0","0","United_Arab_Emirates","ARE","9770526","Asia","0.0"
"2","1","2020","0","0","United_Kingdom","GBR","66647112","Europe","0.0"
"2","1","2020","0","0","United_States_of_America","USA","329064917","America","0.0"
"2","1","2020","0","0","Vietnam","VNM","96462108","Asia","0.0"
"3","1","2020","0","0","Afghanistan","AFG","38041757","Asia","0.0"
"3","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"3","1","2020","0","0","Armenia","ARM","2957728","Europe","0.0"
"3","1","2020","0","0","Australia","AUS","25203200","Oceania","0.0"
"3","1","2020","0","0","Austria","AUT","8858775","Europe","0.0"
"3","1","2020","0","0","Azerbaijan","AZE","10047719","Europe","0.0"
"3","1","2020","0","0","Bahrain","BHR","1641164","Asia","0.0"
"3","1","2020","0","0","Belarus","BLR","9452409","Europe","0.0"
"3","1","2020","0","0","Belgium","BEL","11455519","Europe","0.0"
"3","1","2020","0","0","Brazil","BRA","211049519","America","0.0"
"3","1","2020","0","0","Cambodia","KHM","16486542","Asia","0.0"
"3","1","2020","0","0","Canada","CAN","37411038","America","0.0"
"3","1","2020","0","0","Cases_on_an_international_conveyance_Japan","","-1","Other","0.0"
"3","1","2020","17","0","China","CHN","1433783692","Asia","0.0"
"3","1","2020","0","0","Croatia","HRV","4076246","Europe","0.0"
"3","1","2020","0","0","Czechia","CZE","10649800","Europe","0.0"
"3","1","2020","0","0","Denmark","DNK","5806081","Europe","0.0"
"3","1","2020","0","0","Dominican_Republic","DOM","10738957","America","0.0"
"3","1","2020","0","0","Ecuador","ECU","17373657","America","0.0"
"3","1","2020","0","0","Egypt","EGY","100388076","Africa","0.0"
"3","1","2020","0","0","Estonia","EST","1324820","Europe","0.0"
"3","1","2020","0","0","Finland","FIN","5517919","Europe","0.0"
"3","1","2020","0","0","France","FRA","67012883","Europe","0.0"
"3","1","2020","0","0","Georgia","GEO","3996762","Europe","0.0"
"3","1","2020","0","0","Germany","DEU","83019213","Europe","0.0"
"3","1","2020","0","0","Greece","GRC","10724599","Europe","0.0"
"3","1","2020","0","0","Iceland","ISL","356991","Europe","0.0"
"3","1","2020","0","0","India","IND","1366417756","Asia","0.0"
"3","1","2020","0","0","Indonesia","IDN","270625567","Asia","0.0"
"3","1","2020","0","0","Iran","IRN","82913893","Asia","0.0"
"3","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"3","1","2020","0","0","Ireland","IRL","4904240","Europe","0.0"
"3","1","2020","0","0","Israel","ISR","8519373","Asia","0.0"
"3","1","2020","0","0","Italy","ITA","60359546","Europe","0.0"
"3","1","2020","0","0","Japan","JPN","126860299","Asia","0.0"
"3","1","2020","0","0","Kuwait","KWT","4207077","Asia","0.0"
"3","1","2020","0","0","Lebanon","LBN","6855709","Asia","0.0"
"3","1","2020","0","0","Lithuania","LTU","2794184","Europe","0.0"
"3","1","2020","0","0","Luxembourg","LUX","613894","Europe","0.0"
"3","1","2020","0","0","Malaysia","MYS","31949789","Asia","0.0"
"3","1","2020","0","0","Mexico","MEX","127575529","America","0.0"
"3","1","2020","0","0","Monaco","MCO","33085","Europe","0.0"
"3","1","2020","0","0","Nepal","NPL","28608715","Asia","0.0"
"3","1","2020","0","0","Netherlands","NLD","17282163","Europe","0.0"
"3","1","2020","0","0","New_Zealand","NZL","4783062","Oceania","0.0"
"3","1","2020","0","0","Nigeria","NGA","200963603","Africa","0.0"
"3","1","2020","0","0","North_Macedonia","MKD","2077132","Europe","0.0"
"3","1","2020","0","0","Norway","NOR","5328212","Europe","0.0"
"3","1","2020","0","0","Oman","OMN","4974992","Asia","0.0"
"3","1","2020","0","0","Pakistan","PAK","216565317","Asia","0.0"
"3","1","2020","0","0","Philippines","PHL","108116622","Asia","0.0"
"3","1","2020","0","0","Qatar","QAT","2832071","Asia","0.0"
"3","1","2020","0","0","Romania","ROU","19414458","Europe","0.0"
"3","1","2020","0","0","Russia","RUS","145872260","Europe","0.0"
"3","1","2020","0","0","San_Marino","SMR","34453","Europe","0.0"
"3","1","2020","0","0","Singapore","SGP","5804343","Asia","0.0"
"3","1","2020","0","0","South_Korea","KOR","51225321","Asia","0.0"
"3","1","2020","0","0","Spain","ESP","46937060","Europe","0.0"
"3","1","2020","0","0","Sri_Lanka","LKA","21323734","Asia","0.0"
"3","1","2020","0","0","Sweden","SWE","10230185","Europe","0.0"
"3","1","2020","0","0","Switzerland","CHE","8544527","Europe","0.0"
"3","1","2020","0","0","Taiwan","CNG1925","23773881","Asia","0.0"
"3","1","2020","0","0","Thailand","THA","69625581","Asia","0.0"
"3","1","2020","0","0","United_Arab_Emirates","ARE","9770526","Asia","0.0"
"3","1","2020","0","0","United_Kingdom","GBR","66647112","Europe","0.0"
"3","1","2020","0","0","United_States_of_America","USA","329064917","America","0.0"
"3","1","2020","0","0","Vietnam","VNM","96462108","Asia","0.0"
"4","1","2020","0","0","Afghanistan","AFG","38041757","Asia","0.0"
"4","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"4","1","2020","0","0","Armenia","ARM","2957728","Europe","0.0"
"4","1","2020","0","0","Australia","AUS","25203200","Oceania","0.0"
"4","1","2020","0","0","Austria","AUT","8858775","Europe","0.0"
"4","1","2020","0","0","Azerbaijan","AZE","10047719","Europe","0.0"
"4","1","2020","0","0","Bahrain","BHR","1641164","Asia","0.0"
"4","1","2020","0","0","Belarus","BLR","9452409","Europe","0.0"
"4","1","2020","0","0","Belgium","BEL","11455519","Europe","0.0"
"4","1","2020","0","0","Brazil","BRA","211049519","America","0.0"
"4","1","2020","0","0","Cambodia","KHM","16486542","Asia","0.0"
"4","1","2020","0","0","Canada","CAN","37411038","America","0.0"
"4","1","2020","0","0","Cases_on_an_international_conveyance_Japan","","-1","Other","0.0"
"4","1","2020","0","0","China","CHN","1433783692","Asia","0.0"
"4","1","2020","0","0","Croatia","HRV","4076246","Europe","0.0"
"4","1","2020","0","0","Czechia","CZE","10649800","Europe","0.0"
"4","1","2020","0","0","Denmark","DNK","5806081","Europe","0.0"
"4","1","2020","0","0","Dominican_Republic","DOM","10738957","America","0.0"
"4","1","2020","0","0","Ecuador","ECU","17373657","America","0.0"
"4","1","2020","0","0","Egypt","EGY","100388076","Africa","0.0"
"4","1","2020","0","0","Estonia","EST","1324820","Europe","0.0"
"4","1","2020","0","0","Finland","FIN","5517919","Europe","0.0"
"4","1","2020","0","0","France","FRA","67012883","Europe","0.0"
"4","1","2020","0","0","Georgia","GEO","3996762","Europe","0.0"
"4","1","2020","0","0","Germany","DEU","83019213","Europe","0.0"
"4","1","2020","0","0","Greece","GRC","10724599","Europe","0.0"
"4","1","2020","0","0","Iceland","ISL","356991","Europe","0.0"
"4","1","2020","0","0","India","IND","1366417756","Asia","0.0"
"4","1","2020","0","0","Indonesia","IDN","270625567","Asia","0.0"
"4","1","2020","0","0","Iran","IRN","82913893","Asia","0.0"
"4","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"4","1","2020","0","0","Ireland","IRL","4904240","Europe","0.0"
"4","1","2020","0","0","Israel","ISR","8519373","Asia","0.0"
"4","1","2020","0","0","Italy","ITA","60359546","Europe","0.0"
"4","1","2020","0","0","Japan","JPN","126860299","Asia","0.0"
"4","1","2020","0","0","Kuwait","KWT","4207077","Asia","0.0"
"4","1","2020","0","0","Lebanon","LBN","6855709","Asia","0.0"
"4","1","2020","0","0","Lithuania","LTU","2794184","Europe","0.0"
"4","1","2020","0","0","Luxembourg","LUX","613894","Europe","0.0"
"4","1","2020","0","0","Malaysia","MYS","31949789","Asia","0.0"
"4","1","2020","0","0","Mexico","MEX","127575529","America","0.0"
"4","1","2020","0","0","Monaco","MCO","33085","Europe","0.0"
"4","1","2020","0","0","Nepal","NPL","28608715","Asia","0.0"
"4","1","2020","0","0","Netherlands","NLD","17282163","Europe","0.0"
"4","1","2020","0","0","New_Zealand","NZL","4783062","Oceania","0.0"
"4","1","2020","0","0","Nigeria","NGA","200963603","Africa","0.0"
"4","1","2020","0","0","North_Macedonia","MKD","2077132","Europe","0.0"
"4","1","2020","0","0","Norway","NOR","5328212","Europe","0.0"
"4","1","2020","0","0","Oman","OMN","4974992","Asia","0.0"
"4","1","2020","0","0","Pakistan","PAK","216565317","Asia","0.0"
"4","1","2020","0","0","Philippines","PHL","108116622","Asia","0.0"
"4","1","2020","0","0","Qatar","QAT","2832071","Asia","0.0"
"4","1","2020","0","0","Romania","ROU","19414458","Europe","0.0"
"4","1","2020","0","0","Russia","RUS","145872260","Europe","0.0"
"4","1","2020","0","0","San_Marino","SMR","34453","Europe","0.0"
"4","1","2020","0","0","Singapore","SGP","5804343","Asia","0.0"
"4","1","2020","0","0","South_Korea","KOR","51225321","Asia","0.0"
"4","1","2020","0","0","Spain","ESP","46937060","Europe","0.0"
"4","1","2020","0","0","Sri_Lanka","LKA","21323734","Asia","0.0"
"4","1","2020","0","0","Sweden","SWE","10230185","Europe","0.0"
"4","1","2020","0","0","Switzerland","CHE","8544527","Europe","0.0"
"4","1","2020","0","0","Taiwan","CNG1925","23773881","Asia","0.0"
"4","1","2020","0","0","Thailand","THA","69625581","Asia","0.0"
"4","1","2020","0","0","United_Arab_Emirates","ARE","9770526","Asia","0.0"
"4","1","2020","0","0","United_Kingdom","GBR","66647112","Europe","0.0"
"4","1","2020","0","0","United_States_of_America","USA","329064917","America","0.0"
"4","1","2020","0","0","Vietnam","VNM","96462108","Asia","0.0"
"5","1","2020","0","0","Afghanistan","AFG","38041757","Asia","0.0"
"5","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"5","1","2020","0","0","Armenia","ARM","2957728","Europe","0.0"
"5","1","2020","0","0","Australia","AUS","25203200","Oceania","0.0"
"5","1","2020","0","0","Austria","AUT","8858775","Europe","0.0"
"5","1","2020","0","0","Azerbaijan","AZE","10047719","Europe","0.0"
"5","1","2020","0","0","Bahrain","BHR","1641164","Asia","0.0"
"5","1","2020","0","0","Belarus","BLR","9452409","Europe","0.0"
"5","1","2020","0","0","Belgium","BEL","11455519","Europe","0.0"
"5","1","2020","0","0","Brazil","BRA","211049519","America","0.0"
"5","1","2020","0","0","Cambodia","KHM","16486542","Asia","0.0"
"5","1","2020","0","0","Canada","CAN","37411038","America","0.0"
"5","1","2020","0","0","Cases_on_an_international_conveyance_Japan","","-1","Other","0.0"
"5","1","2020","15","0","China","CHN","1433783692","Asia","0.0"
"5","1","2020","0","0","Croatia","HRV","4076246","Europe","0.0"
"5","1","2020","0","0","Czechia","CZE","10649800","Europe","0.0"
"5","1","2020","0","0","Denmark","DNK","5806081","Europe","0.0"
"5","1","2020","0","0","Dominican_Republic","DOM","10738957","America","0.0"
"5","1","2020","0","0","Ecuador","ECU","17373657","America","0.0"
"5","1","2020","0","0","Egypt","EGY","100388076","Africa","0.0"
"5","1","2020","0","0","Estonia","EST","1324820","Europe","0.0"
"5","1","2020","0","0","Finland","FIN","5517919","Europe","0.0"
"5","1","2020","0","0","France","FRA","67012883","Europe","0.0"
"5","1","2020","0","0","Georgia","GEO","3996762","Europe","0.0"
"5","1","2020","0","0","Germany","DEU","83019213","Europe","0.0"
"5","1","2020","0","0","Greece","GRC","10724599","Europe","0.0"
"5","1","2020","0","0","Iceland","ISL","356991","Europe","0.0"
"5","1","2020","0","0","India","IND","1366417756","Asia","0.0"
"5","1","2020","0","0","Indonesia","IDN","270625567","Asia","0.0"
"5","1","2020","0","0","Iran","IRN","82913893","Asia","0.0"
"5","1","2020","0","0","Iraq","IRQ","39309789","Asia","0.0"
"5","1","2020","0","0","Ireland","IRL","4904240","Europe","0.0"
"5","1","2020","0","0","Israel","ISR","8519373","Asia","0.0"
"5","1","2020","0","0","Italy","ITA","60359546","Europe","0.0"
"5","1","2020","0","0","Japan","JPN","126860299","Asia","0.0"
"5","1","2020","0","0","Kuwait","KWT","4207077","Asia","0.0"
"5","1","2020","0","0","Lebanon","LBN","6855709","Asia","0.0"
"5","1","2020","0","0","Lithuania","LTU","2794184","Europe","0.0"
"5","1","2020","0","0","Luxembourg","LUX","613894","Europe","0.0"
"5","1","2020","0","0","Malaysia","MYS","31949789","Asia","0.0"
"5","1","2020","0","0","Monaco","MCO","33085","Europe","0.0"
"5","1","2020","0","0","Nepal","NPL","28608715","Asia","0.0"
"5","1","2020","0","0","Netherlands","NLD","17282163","Europe","0.0"
"5","1","2020","0","0","New_Zealand","NZL","4783062","Oceania","0.0"
"5","1","2020","0","0","Nigeria","NGA","200963603","Africa","0.0"
"5","1","2020","0","0","North_Macedonia","MKD","2077132","Europe","0.0"
"5","1","2020","0","0","Norway","NOR","5328212","Europe","0.0"
"5","1","2020","0","0","Oman","OMN","4974992","Asia","0.0"
"5","1","2020","0","0","Pakistan","PAK","216565317","Asia","0.0"
"5","1","2020","0","0","Philippines","PHL","108116622","Asia","0.0"
"5","1","2020","0","0","Qatar","QAT","2832071","Asia","0.0"
"5","1","2020","0","0","Romania","ROU","19414458","Europe","0.0"
"5","1","2020","0","0","Russia","RUS","145872260","Europe","0.0"
"5","1","2020","0","0","San_Marino","SMR","34453","Europe","0.0"
"5","1","2020","0","0","Singapore","SGP","5804343","Asia","0.0"
"5","1","2020","0","0","South_Korea","KOR","51225321","Asia","0.0"
"5","1","2020","0","0","Spain","ESP","46937060","Europe","0.0"
"5","1","2020","0","0","Sri_Lanka","LKA","21323734","Asia","0.0"
"5","1","2020","0","0","Sweden","SWE","10230185","Europe","0.0"
"5","1","2020","0","0","Switzerland","CHE","8544527","Europe","0.0"
"5","1","2020","0","0","Taiwan","CNG1925","23773881","Asia","0.0"
"5","1","2020","0","0","Thailand","THA","69625581","Asia","0.0"
"5","1","2020","0","0","United_Arab_Emirates","ARE","9770526","Asia","0.0"
"5","1","2020","0","0","United_Kingdom","GBR","66647112","Europe","0.0"
"5","1","2020","0","0","United_States_of_America","USA","329064917","America","0.0"
"5","1","2020","0","0","Vietnam","VNM","96462108","Asia","0.0"
"6","1","2020","0","0","Afghanistan","AFG","38041757","Asia","0.0"
"6","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"6","1","2020","0","0","Armenia","ARM","2957728","Europe","0.0"
