Cook Islands,2006,-1,-1,-1,-1,-1,-1,-1,-1,409,-1,-1,-1
Benin,2006,64,8,4,61,7,275,-1,2375,1642,-1,-1,-1
Korea,2006,-1,-1,-1,-1,-1,-1,24472,-1,-1,-1,-1,-1
Western Sahara,2006,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1
Cuba,2006,21481,5088,39,10401,85,45614,44248,10606,10964,50,3143,26
Not Specified,2006,-1,-1,-1,-1,-1,-1,16315,-1,-1,-1,-1,-1
Montenegro,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Togo,2006,536,29,7,46,16,1720,-1,1563,1175,89,18,145
China,2006,35387,2987,132,3227,1230,87307,83590,596171,346824,1550,21,4048
Armenia,2006,1605,78,27,67,70,6317,-1,5137,4850,155,87,289
Other Caribbean,2006,-1,-1,-1,-1,-1,-1,16069,-1,-1,-1,-1,-1
Congo (Kinshas),2006,-1,-1,-1,-1,-1,-1,-1,477,432,-1,-1,-1
Dominican Republic,2006,22165,3713,2206,1540,901,38068,37997,267324,266787,3,-1,-1
Other Central America,2006,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
Ukraine,2006,10184,193,48,413,126,17140,-1,51996,46913,40,2483,45
Bahrain,2006,81,-1,-1,-1,-1,148,-1,3701,6218,0,-1,-1
Tonga,2006,235,43,23,60,9,437,-1,3498,2546,-1,-1,-1
Finland,2006,532,-1,-1,60,-1,542,513,112950,98990,-1,-1,-1
Libya,2006,142,10,-1,39,-1,271,-1,949,817,3,-1,-1
Indonesia,2006,1287,488,22,797,366,4868,-1,81705,71345,433,10,314
Central African Republic,2006,14,5,-1,-1,-1,51,-1,407,532,5,23,10
Mauritius,2006,65,-1,-1,50,-1,108,-1,2376,1756,-1,-1,-1
Sweden,2006,984,10,8,283,17,1376,1579,347803,319774,-1,-1,-1
Vietnam,2006,29917,442,19,504,22,30691,29701,31458,28920,15,3039,10
British Virgin Islands,2006,54,4,-1,14,-1,47,-1,-1,-1,-1,-1,-1
Mali,2006,118,120,3,70,21,408,-1,3567,2847,28,-1,62
Russia,2006,9412,183,44,430,125,13159,16190,152463,140338,231,6003,203
Bulgaria,2006,3488,69,10,230,54,4828,4690,39495,34693,34,-1,72
"Virgin Islands, U.S.",2006,-1,-1,-1,-1,-1,-1,-1,-1,643,-1,-1,-1
United States,2006,57,-1,-1,-1,-1,333,-1,-1,977185,-1,-1,-1
Romania,2006,5484,309,53,521,135,7137,6753,70463,61886,16,-1,43
Angola,2006,106,11,-1,24,-1,272,-1,5206,5144,3,13,16
Portugal,2006,2638,106,93,693,53,1409,1439,108123,78373,-1,-1,-1
South Africa,2006,2225,108,24,278,45,3201,3173,119165,109124,5,-1,20
Tokelau,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Fiji,2006,1163,54,19,153,28,2115,-1,9944,7983,18,-1,45
Liechtenstein,2006,-1,-1,-1,-1,-1,-1,-1,1376,1676,-1,-1,-1
Qatar,2006,59,-1,-1,27,-1,226,-1,2789,6411,-1,-1,-1
Malaysia,2006,1264,104,8,178,58,2281,-1,78050,60123,4,-1,-1
Austria,2006,359,9,-1,200,-1,524,1301,157474,137134,-1,-1,-1
Mozambique,2006,62,-1,-1,-1,-1,78,-1,1074,1222,-1,-1,-1
Uganda,2006,477,36,7,42,19,1372,-1,6073,5176,33,20,36
Hungary,2006,955,47,14,162,61,1704,1690,47707,44522,-1,-1,-1
Niger,2006,46,112,8,44,22,116,-1,2781,2803,8,-1,10
Isle of Man,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bosnia-Herzegovina,2006,9686,66,28,64,14,3789,-1,7371,5829,17,16,7
Brazil,2006,7028,2957,563,2126,3654,17903,17741,698808,663587,36,-1,33
San Marino,2006,-1,-1,-1,-1,-1,-1,-1,583,591,-1,-1,-1
Falkland Islands,2006,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,-1,-1
Faroe Islands,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Kuwait,2006,903,80,-1,36,-1,1230,-1,16518,21607,-1,0,-1
Panama,2006,1930,132,114,301,95,2418,2519,95314,107812,-1,-1,-1
Guyana,2006,7434,243,174,412,115,9552,9010,25331,17207,-1,-1,16
Costa Rica,2006,1402,804,100,575,695,3109,3459,158216,168477,-1,-1,-1
Luxembourg,2006,9,-1,-1,7,-1,28,-1,9330,13952,-1,-1,-1
American Samoa,2006,247,-1,-1,-1,-1,28,-1,-1,1650,-1,-1,-1
Bahamas,2006,574,101,68,500,23,847,-1,351244,366271,-1,-1,-1
Gibraltar,2006,-1,-1,-1,-1,-1,-1,-1,-1,1652,-1,-1,-1
Ireland,2006,1754,52,11,762,43,1906,2038,496662,435154,-1,-1,-1
Palau,2006,36,8,11,23,0,8,-1,9271,9978,-1,-1,-1
Nigeria,2006,8652,363,202,572,216,13459,-1,61107,48567,23,15,30
Other Oceania,2006,-1,-1,-1,-1,-1,-1,2886,-1,-1,-1,-1,-1
Ecuador,2006,8321,1931,470,542,1280,17489,17624,163917,162829,10,-1,11
Czech Republic,2006,122,44,-1,106,-1,344,-1,47169,44255,-1,-1,-1
Brunei,2006,13,-1,-1,-1,-1,25,-1,847,1055,-1,-1,-1
Belarus,2006,1769,22,7,50,17,3086,-1,9938,8856,100,350,106
Iran,2006,11363,215,16,681,43,13947,9829,10433,7111,139,2792,117
Algeria,2006,825,50,18,113,23,1300,-1,4633,3295,5,-1,13
El Salvador,2006,13430,46314,3850,1683,7200,31782,31258,176552,175672,498,-1,95
Tuvalu,2006,-1,-1,-1,0,-1,-1,-1,247,186,-1,-1,-1
Pitcairn Islands,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saint Pierre and Miquelon,2006,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1
Marshall Islands,2006,14,4,-1,9,0,53,-1,5679,4665,-1,-1,-1
"Congo, Republic",2006,369,25,3,99,23,1600,-1,-1,-1,60,66,89
Chile,2006,1549,190,60,296,185,2774,2727,141658,142210,-1,-1,-1
Puerto Rico,2006,-1,-1,-1,-1,-1,-1,-1,-1,4655,-1,-1,-1
Belgium,2006,355,16,4,233,10,716,891,219727,221164,-1,-1,-1
Thailand,2006,4583,339,16,244,57,11749,-1,89431,88718,-1,-1,-1
Haiti,2006,15979,1215,290,1270,617,22226,21625,72518,62650,2423,0,569
Iraq,2006,3614,170,4,254,17,4337,-1,2893,2022,180,202,192
Hong Kong,2006,4263,22,8,299,7,3256,4514,-1,149580,-1,-1,-1
Sierra Leone,2006,1683,75,15,46,20,3572,-1,2362,1232,23,439,79
Georgia,2006,628,50,7,20,35,2003,-1,4868,4505,14,4,59
Gambia,2006,286,71,7,60,36,897,-1,1969,1552,37,6,46
Poland,2006,10230,337,116,946,334,17051,16704,182419,171179,-1,-1,-1
Saint Kitts-Nevis,2006,483,24,22,35,3,458,-1,16057,14367,-1,-1,-1
Moldova,2006,988,28,6,46,6,3036,-1,5764,4984,12,721,-1
Morocco,2006,3643,287,26,368,64,4949,4704,18296,15369,3,-1,8
Croatia,2006,1623,15,5,66,10,945,-1,23141,19477,-1,-1,-1
French Polynesia,2006,16,-1,-1,7,-1,37,-1,-1,14707,-1,-1,-1
Guinea-Bissau,2006,14,0,-1,-1,-1,25,-1,100,30,-1,-1,-1
Kiribati,2006,-1,-1,-1,12,-1,8,-1,722,1071,-1,-1,-1
Switzerland,2006,539,8,10,285,5,983,1199,284197,312378,-1,-1,-1
Grenada,2006,781,28,20,76,7,1068,-1,10976,9337,-1,-1,-1
Other Africa,2006,-1,-1,-1,-1,-1,-1,73934,-1,-1,-1,-1,-1
"Korea, North",2006,-1,-1,-1,-1,-1,-1,-1,75,38,-1,9,-1
Belize,2006,918,140,112,172,99,1252,1263,26195,27888,-1,-1,-1
Chad,2006,18,4,-1,22,0,73,-1,532,487,19,4,16
Estonia,2006,156,13,4,17,19,423,-1,10057,9590,0,7,-1
Uruguay,2006,579,110,19,99,123,1664,1639,40466,39001,-1,-1,-1
Mexico,2006,83979,1057222,73171,90209,113555,173749,170042,6146126,6121709,84,-1,49
Lebanon,2006,3393,262,36,413,118,4083,-1,24008,17975,10,-1,26
"Korea, South",2006,17668,519,115,1726,336,24386,-1,942350,827685,-1,-1,-1
"Virgin Islands, British",2006,-1,-1,-1,-1,-1,-1,-1,-1,40061,-1,-1,-1
Uzbekistan,2006,1821,147,5,38,43,4015,-1,6480,5953,88,527,95
Iceland,2006,70,-1,-1,28,-1,145,-1,49535,45861,-1,-1,-1
Djibouti,2006,18,-1,-1,15,-1,34,-1,186,211,0,-1,-1
Bermuda,2006,72,8,0,140,-1,160,-1,-1,28075,-1,-1,-1
Dominica,2006,741,35,14,50,14,471,-1,5897,7572,-1,-1,-1
Colombia,2006,15698,1647,1307,1620,1481,43144,42017,443781,399385,2178,115,782
Reunion,2006,-1,-1,-1,-1,-1,-1,-1,-1,226,-1,-1,-1
Burundi,2006,71,8,-1,36,-1,320,-1,1098,977,29,466,13
Taiwan,2006,8819,44,9,431,77,8086,8545,331490,338605,-1,-1,-1
Nicaragua,2006,9283,3228,592,448,1854,4145,4035,51032,52317,20,-1,15
Barbados,2006,1006,34,41,104,5,959,-1,60494,65211,-1,-1,-1
Madagascar,2006,36,-1,-1,31,-1,72,-1,945,936,0,-1,-1
Italy,2006,2769,90,78,1681,66,3215,3406,758899,617945,-1,-1,-1
Curacao,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bhutan,2006,-1,-1,-1,-1,-1,78,-1,432,345,8,3,-1
Sudan,2006,2587,74,5,79,17,5504,-1,1877,1338,48,1848,45
Nepal,2006,575,48,8,70,22,3733,-1,14440,12409,211,-1,165
Malta,2006,86,-1,-1,56,-1,70,-1,5367,5287,-1,-1,-1
Comoros,2006,-1,-1,-1,-1,-1,7,-1,90,77,-1,-1,-1
Maldives,2006,-1,-1,-1,-1,-1,-1,-1,349,332,-1,-1,-1
Antigua-Barbuda,2006,520,29,33,56,7,570,-1,23416,26027,-1,-1,-1
Suriname,2006,222,20,7,13,14,314,341,5538,6191,-1,-1,-1
Cayman Islands,2006,18,-1,-1,35,-1,65,-1,-1,60831,-1,-1,-1
Anguilla,2006,35,-1,-1,13,-1,32,-1,-1,6919,-1,-1,-1
Other Europe,2006,-1,-1,-1,-1,-1,-1,38186,-1,-1,-1,-1,-1
Holy See,2006,-1,-1,-1,-1,-1,-1,-1,118,40,-1,-1,-1
Israel,2006,2905,267,53,883,144,5943,6667,339109,320050,4,-1,25
Venezuela,2006,4476,255,130,633,314,11341,11758,393587,400659,1080,-1,279
Czechoslovakia,2006,614,33,16,69,52,1442,2844,-1,-1,-1,-1,-1
All other countries,2006,27,50,10,47,45,39,-1,-1,-1,61,28,121
Papua New Guinea,2006,12,-1,-1,3,-1,30,-1,732,904,-1,-1,-1
Malawi,2006,67,5,0,13,-1,131,-1,1584,1468,-1,-1,-1
Trinidad and Tobago,2006,6612,320,248,674,150,8854,-1,159358,155305,-1,-1,-1
Zimbabwe,2006,322,41,12,83,14,1049,-1,7599,5454,141,13,56
Germany,2006,4556,130,61,1369,97,8436,10271,1704168,1568461,-1,-1,-1
Vanuatu,2006,-1,-1,-1,-1,-1,-1,-1,139,263,-1,-1,-1
Denmark,2006,199,6,-1,156,-1,699,738,228269,205880,-1,-1,-1
Senegal,2006,503,98,23,309,101,1367,-1,7360,5559,7,-1,15
Kazakhstan,2006,872,40,3,45,12,2073,-1,10434,9695,16,124,25
Philippines,2006,40500,773,260,2162,398,74606,71133,284065,247055,8,-1,17
Eritrea,2006,653,83,3,30,7,1593,-1,1299,873,112,538,96
Kyrgyzstan,2006,246,14,-1,5,-1,785,-1,1788,1569,9,15,20
Mayotte,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Montserrat,2006,96,-1,-1,-1,-1,90,-1,-1,965,-1,-1,-1
New Caledonia,2006,-1,-1,-1,-1,-1,7,-1,-1,1672,-1,-1,-1
Macedonia,2006,837,48,7,77,31,1317,-1,5929,4978,8,-1,20
Paraguay,2006,285,26,6,54,53,719,725,12517,12902,-1,-1,-1
Latvia,2006,347,22,4,64,15,892,-1,11938,11168,-1,21,12
South Sudan,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Japan,2006,2192,33,10,1106,43,8265,9107,4306800,4179874,-1,-1,-1
Syria,2006,2395,151,21,82,49,2918,3080,6582,4673,12,27,20
Other Asia,2006,-1,-1,-1,-1,-1,-1,107429,-1,-1,-1,-1,-1
Guadeloupe,2006,-1,-1,-1,-1,-1,-1,-1,-1,7716,-1,-1,-1
Sint Maarten,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Burma,2006,1486,26,0,103,14,4562,-1,2069,1376,94,1612,157
Honduras,2006,4949,33394,5752,851,21308,8177,8036,109478,110599,26,0,65
Equatorial Guinea,2006,-1,-1,-1,-1,-1,13,-1,290,245,-1,11,-1
Egypt,2006,4271,354,30,333,142,10500,13163,38115,32879,176,-1,239
Singapore,2006,347,11,3,128,13,997,-1,112581,135328,-1,-1,-1
Serbia,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1
Botswana,2006,17,-1,-1,7,-1,53,-1,1906,2558,-1,-1,-1
United Kingdom,2006,9104,305,195,4119,190,17207,19984,4949151,4655995,-1,-1,-1
Christmas Island,2006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Yugoslavia,2006,-1,-1,-1,-1,-1,-1,11066,-1,-1,-1,-1,-1
Tunisia,2006,315,86,8,192,25,510,-1,5363,4474,-1,-1,-1
Greece,2006,1291,36,19,211,16,1124,1544,65840,58282,-1,-1,-1
Sri Lanka,2006,1023,67,6,389,76,2191,-1,16331,12362,15,6,85
French Guiana,2006,-1,-1,-1,-1,-1,-1,-1,-1,278,-1,-1,-1
Zambia,2006,239,22,7,33,7,672,-1,3786,3627,6,-1,-1
Canada,2007,8473,767,411,36595,852,15495,20324,276399,634436,-1,-1,9
East Timor,2007,-1,-1,-1,-1,-1,-1,-1,5,5,-1,-1,-1
Sao Tome and Principe,2007,-1,-1,-1,-1,-1,7,-1,63,72,-1,-1,-1
Guernsey,2007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Turkmenistan,2007,58,9,-1,-1,-1,217,-1,750,671,15,-1,12
Other South America,2007,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1
Serbia and Montenegro,2007,3382,222,32,154,105,3586,-1,4785,2339,65,-1,152
Unknown,2007,648,64,4,689,39,1394,-1,153727,739283,53,0,84
Lithuania,2007,819,55,14,114,63,1361,-1,14569,12582,-1,-1,4
Cambodia,2007,4197,79,17,52,12,4246,-1,3851,3890,11,15,13
Ethiopia,2007,5165,144,78,170,72,12786,11340,10964,8971,514,1028,352
Aruba,2007,36,-1,-1,-1,-1,55,-1,-1,26222,-1,-1,-1
Swaziland,2007,4,-1,-1,-1,-1,13,-1,406,440,-1,-1,-1
Argentina,2007,2348,227,76,297,319,5645,5375,337511,318743,-1,-1,15
Bolivia,2007,1311,189,37,355,345,2590,2326,39206,36752,3,-1,-1
Cameroon,2007,611,79,10,170,53,3392,-1,9094,5977,305,5,205
Burkina Faso,2007,37,12,4,30,9,238,-1,2674,2171,31,-1,20
Ghana,2007,3181,239,88,218,143,7610,-1,20903,15790,10,-1,8
Saudi Arabia,2007,504,67,5,148,26,1171,-1,38087,42160,-1,-1,5
Saint Helena,2007,-1,-1,-1,-1,-1,-1,-1,-1,34,-1,-1,-1
Cape Verde,2007,1223,48,50,15,11,2048,-1,2871,2226,-1,-1,-1
Northern Mariana Islands,2007,-1,-1,-1,-1,-1,-1,-1,-1,152,-1,-1,-1
Slovenia,2007,60,-1,-1,20,-1,87,-1,18922,17210,-1,-1,-1
Guatemala,2007,8181,23907,3917,1391,21981,17908,17198,213213,220041,539,-1,136
Guinea,2007,191,86,20,112,46,1088,-1,4619,3106,124,-1,325
Jordan,2007,2125,318,65,293,147,3917,5516,27075,21117,25,3,16
Saint Barthelemy,2007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cocos (Keeling) Island,2007,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1
Spain,2007,1175,28,25,534,40,1578,1810,655788,579586,-1,-1,-1
Liberia,2007,1815,99,43,72,26,4102,3771,2228,2107,58,1606,53
Netherlands,2007,28,-1,36,12,39,93,1482,709357,48364,-1,-1,-1
Jamaica,2007,12314,804,1139,1315,351,19375,18873,293421,276989,12,-1,4
Oman,2007,15,-1,-1,4,-1,103,-1,2495,4769,-1,-1,-1
Tanzania,2007,356,45,8,47,15,832,-1,6247,5962,6,-1,16
Martinique,2007,-1,-1,-1,-1,-1,-1,-1,-1,7526,-1,-1,-1
Bonaire,2007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gabon,2007,18,10,-1,29,-1,95,-1,1811,1780,-1,-1,-1
Niue,2007,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1
Monaco,2007,-1,-1,-1,-1,-1,6,-1,898,6126,-1,-1,-1
Wallis and Futuna,2007,-1,-1,-1,-1,-1,-1,-1,-1,116,-1,-1,-1
New Zealand,2007,447,19,13,274,22,1047,1234,234932,204320,-1,-1,-1
Yemen,2007,734,106,17,69,47,2396,-1,1828,1498,26,6,8
Jersey,2007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Pakistan,2007,9147,654,112,985,433,13492,-1,55739,41334,133,30,140
Albania,2007,2786,259,23,106,223,5737,-1,7902,5500,33,-1,421
Samoa,2007,163,25,12,51,11,290,-1,2418,1982,-1,-1,-1
"Micronesia, Federated States",2007,41,18,35,33,8,7,-1,275,1437,-1,-1,-1
Macau,2007,158,21,-1,6,-1,178,-1,-1,3368,-1,-1,-1
Norfolk Island,2007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Australia,2007,1067,27,21,607,31,2518,3026,813558,748489,-1,-1,-1
Guam,2007,-1,-1,-1,-1,-1,-1,-1,-1,5061,-1,-1,-1
Kosovo,2007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
India,2007,46871,795,125,3083,707,65353,55371,1019766,791842,75,-1,359
Azerbaijan,2007,606,15,-1,21,-1,1166,-1,3839,3647,16,78,23
Namibia,2007,22,-1,-1,-1,-1,57,-1,1455,1573,-1,-1,-1
Other America,2007,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
Lesotho,2007,11,-1,-1,-1,-1,14,-1,429,397,-1,-1,-1
Congo (Brazzaville),2007,-1,-1,-1,-1,-1,-1,-1,2764,1773,-1,-1,-1
Saint Vincent and the Grenadines,2007,450,10,15,109,11,567,-1,14640,9863,-1,-1,-1
United Arab Emirates,2007,253,8,0,23,5,758,-1,8749,42485,0,-1,-1
Kenya,2007,1396,160,43,142,83,7030,-1,21843,19102,181,0,51
Tajikistan,2007,109,15,0,3,-1,172,-1,1442,1323,3,-1,5
Greenland,2007,-1,-1,-1,-1,-1,-1,-1,-1,768,-1,-1,-1
Turkey,2007,2009,221,35,458,120,4425,4728,132942,114875,16,-1,23
Afghanistan,2007,2013,28,11,134,16,1753,-1,2539,2011,43,441,22
Bangladesh,2007,4746,182,25,263,113,12074,-1,13100,9485,29,-1,100
Andorra,2007,-1,-1,-1,-1,-1,-1,-1,912,1524,-1,-1,-1
Mauritania,2007,72,62,4,19,17,651,-1,1123,642,12,62,174
Solomon Islands,2007,-1,-1,-1,-1,-1,10,-1,304,313,-1,-1,-1
Turks and Caicos Islands,2007,14,3,0,26,3,31,-1,-1,25259,-1,-1,-1
Saint Lucia,2007,506,37,27,76,19,928,-1,19891,18153,-1,-1,-1
Soviet Union (former),2007,2813,43,-1,38,-1,5090,-1,-1,-1,-1,-1,191
Cyprus,2007,109,-1,-1,17,-1,137,-1,9637,11094,-1,-1,-1
Mongolia,2007,53,54,6,86,40,530,-1,6832,5870,104,-1,49
France,2007,2011,69,22,2584,78,3494,3680,1414627,1196097,-1,-1,-1
Rwanda,2007,91,8,-1,28,-1,357,-1,2391,1923,71,202,22
Slovakia,2007,380,23,6,72,38,763,-1,28049,24611,-1,-1,-1
Somalia,2007,3594,98,3,109,16,6251,-1,271,75,76,6969,109
Peru,2007,7965,944,295,1065,913,17699,17056,211340,186752,44,-1,54
Laos,2007,3787,117,-1,45,-1,2575,-1,2988,2711,34,117,6
Nauru,2007,-1,-1,-1,-1,-1,-1,-1,57,41,-1,-1,-1
Seychelles,2007,5,-1,-1,-1,-1,7,-1,290,251,-1,-1,-1
Norway,2007,105,7,4,171,5,343,388,199296,188472,-1,-1,-1
Cote d'Ivoire,2007,382,72,4,109,26,1193,-1,3001,2095,54,11,135
Cook Islands,2007,-1,-1,-1,-1,-1,-1,-1,-1,537,-1,-1,-1
Benin,2007,61,10,3,62,4,258,-1,2326,1666,-1,-1,-1
Korea,2007,-1,-1,-1,-1,-1,-1,21278,-1,-1,-1,-1,-1
Western Sahara,2007,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1
Cuba,2007,15394,4931,26,12993,50,29104,25441,11237,11137,43,2922,26
Not Specified,2007,-1,-1,-1,-1,-1,-1,42081,-1,-1,-1,-1,-1
Montenegro,2007,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
Togo,2007,473,43,7,49,16,1565,-1,1689,1284,62,40,82
China,2007,33134,1623,97,5257,767,76655,70924,685026,432507,1831,27,4552
Armenia,2007,1495,60,34,91,40,4351,-1,4641,4108,205,29,179
Other Caribbean,2007,-1,-1,-1,-1,-1,-1,12151,-1,-1,-1,-1,-1
Congo (Kinshas),2007,-1,-1,-1,-1,-1,-1,-1,996,851,-1,-1,-1
Dominican Republic,2007,20645,2118,2044,1612,946,28024,27875,301306,301790,3,-1,5
Other Central America,2007,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
Ukraine,2007,8594,177,36,1063,126,11001,-1,63331,58226,64,1605,40
Bahrain,2007,56,-1,-1,11,-1,133,-1,4334,7281,0,-1,-1
Tonga,2007,251,27,23,64,9,438,-1,3683,2693,-1,-1,-1
Finland,2007,359,-1,0,58,-1,426,385,117829,103765,-1,-1,-1
Libya,2007,136,8,-1,35,-1,186,-1,1680,1540,0,-1,-1
Indonesia,2007,1213,536,39,1268,395,3716,-1,86905,75497,567,0,211
Central African Republic,2007,17,6,-1,-1,-1,52,-1,339,420,6,15,13
Mauritius,2007,55,-1,-1,44,-1,88,-1,2962,2074,-1,-1,-1
Sweden,2007,786,19,10,247,25,1145,1216,392293,361760,-1,-1,-1
Vietnam,2007,27921,212,9,498,18,28691,27510,42169,39120,11,1500,10
British Virgin Islands,2007,40,0,-1,36,-1,40,-1,-1,-1,-1,-1,-1
Mali,2007,93,80,4,51,31,412,-1,4055,3227,51,-1,60
Russia,2007,7660,194,49,822,139,9426,11706,176983,164228,285,1773,209
Bulgaria,2007,2621,71,23,216,57,3981,3766,42205,36934,37,-1,67
"Virgin Islands, U.S.",2007,-1,-1,-1,-1,-1,-1,-1,-1,614,-1,-1,-1
United States,2007,41,-1,-1,-1,-1,171,-1,-1,1033607,-1,-1,-1
Romania,2007,3986,196,39,611,161,5802,5240,74213,65085,26,-1,31
Angola,2007,105,13,3,23,14,199,-1,6235,6136,5,4,7
Portugal,2007,2506,70,80,493,44,1019,1054,124574,89246,-1,-1,-1
South Africa,2007,2069,83,13,258,32,2988,2842,124564,113924,4,-1,8
Tokelau,2007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Fiji,2007,1118,45,21,140,24,1637,-1,9755,7963,27,-1,24
Liechtenstein,2007,-1,-1,-1,-1,-1,-1,-1,1478,1765,-1,-1,-1
Qatar,2007,60,-1,-1,-1,-1,138,-1,3272,8052,-1,-1,-1
Malaysia,2007,1217,58,21,288,44,2149,-1,82457,62697,5,-1,-1
Austria,2007,292,7,8,136,5,485,849,168857,148588,-1,-1,-1
Mozambique,2007,45,-1,-1,-1,-1,81,-1,1011,1116,-1,-1,-1
Uganda,2007,344,49,7,59,24,1122,-1,6976,5880,78,38,50
Hungary,2007,788,44,10,189,75,1266,1208,51054,47762,-1,-1,-1
Niger,2007,52,115,20,41,20,97,-1,1426,1413,4,-1,10
Isle of Man,2007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bosnia-Herzegovina,2007,8175,60,29,69,13,1569,-1,7412,5916,13,-1,18
Brazil,2007,5745,2902,352,1938,3858,14295,13546,784758,749025,43,-1,33
San Marino,2007,-1,-1,-1,-1,-1,-1,-1,557,548,-1,-1,-1
Falkland Islands,2007,-1,-1,-1,-1,-1,-1,-1,-1,80,-1,-1,-1
Faroe Islands,2007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Kuwait,2007,755,57,0,35,7,1017,-1,20276,26195,-1,24,-1
Panama,2007,1617,112,99,221,86,1916,1929,104641,120276,-1,-1,-1
Guyana,2007,5631,156,191,432,102,5726,5288,25465,17134,-1,-1,15
Costa Rica,2007,1227,377,88,547,567,2540,2722,176882,188135,-1,-1,-1
Luxembourg,2007,9,-1,-1,11,-1,39,-1,9939,15825,-1,-1,-1
American Samoa,2007,161,-1,-1,-1,-1,11,-1,-1,1410,-1,-1,-1
Bahamas,2007,397,62,72,565,25,738,-1,368687,387210,-1,-1,-1
Gibraltar,2007,-1,-1,-1,-1,-1,-1,-1,-1,1786,-1,-1,-1
Ireland,2007,1335,27,20,683,37,1503,1599,585915,519960,-1,-1,-1
Palau,2007,40,3,6,14,0,11,-1,234,3100,-1,-1,-1
Nigeria,2007,6582,351,241,436,194,12448,-1,69985,55693,28,20,39
Other Oceania,2007,-1,-1,-1,-1,-1,-1,2379,-1,-1,-1,-1,-1
Ecuador,2007,7229,1771,392,508,1172,12248,12011,179450,179944,14,-1,10
Czech Republic,2007,122,42,8,78,33,287,-1,52411,49474,-1,-1,-1
Brunei,2007,20,-1,-1,-1,-1,32,-1,998,1375,-1,-1,-1
Belarus,2007,1401,17,4,60,17,2328,-1,10378,9018,85,219,76
Iran,2007,10557,128,9,577,39,10460,8098,11181,7377,171,5482,108
Algeria,2007,578,49,6,82,21,1036,-1,5151,3837,-1,-1,6
El Salvador,2007,17157,19699,4949,1133,15096,21127,20009,179678,178822,417,-1,139
Tuvalu,2007,-1,-1,-1,-1,-1,-1,-1,283,218,-1,-1,-1
Pitcairn Islands,2007,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1
Saint Pierre and Miquelon,2007,-1,-1,-1,-1,-1,-1,-1,-1,61,-1,-1,-1
Marshall Islands,2007,12,3,10,8,0,48,-1,244,790,-1,-1,-1
"Congo, Republic",2007,287,21,5,94,12,972,-1,-1,-1,72,206,73
Chile,2007,1346,135,73,292,164,2274,2202,157973,160434,-1,-1,-1
Puerto Rico,2007,-1,-1,-1,-1,-1,-1,-1,-1,4490,-1,-1,-1
Belgium,2007,248,8,4,195,13,638,733,248107,250012,-1,-1,-1
Thailand,2007,4438,117,13,327,78,8751,-1,100105,99366,-1,-1,-1
Haiti,2007,11552,1004,519,970,973,30405,29978,101276,89990,1064,0,586
Iraq,2007,2967,138,3,374,24,3765,-1,2569,1720,391,1608,277
Hong Kong,2007,3871,21,4,284,24,3527,4450,-1,154211,-1,-1,-1
Sierra Leone,2007,1485,98,16,58,35,1999,-1,2630,1615,20,166,48
Georgia,2007,514,59,17,75,36,1554,-1,4967,4522,13,7,27
Gambia,2007,246,87,10,32,25,826,-1,2022,1598,43,13,59
Poland,2007,9320,309,112,910,298,10355,9717,183491,170132,-1,-1,-1
