"Country","Year","Metrics.State Fragility Index","Metrics.Effectiveness.Economic Effectiveness","Metrics.Effectiveness.Effectiveness Score","Metrics.Effectiveness.Political Effectiveness","Metrics.Effectiveness.Security Effectiveness","Metrics.Effectiveness.Social Effectiveness","Metrics.Legitimacy.Economic Legitimacy","Metrics.Legitimacy.Legitimacy Score","Metrics.Legitimacy.Political Legitimacy","Metrics.Legitimacy.Security Legitimacy","Metrics.Legitimacy.Social Legitimacy"
"Austria","2010","0","0","0","0","0","0","0","0","0","0","0"
"Austria","2011","0","0","0","0","0","0","0","0","0","0","0"
"Austria","2012","0","0","0","0","0","0","0","0","0","0","0"
"Austria","2013","0","0","0","0","0","0","0","0","0","0","0"
"Austria","2014","0","0","0","0","0","0","0","0","0","0","0"
"Azerbaijan","1995","19","3","10","3","2","2","2","9","2","2","3"
"Azerbaijan","1996","18","3","10","3","2","2","2","8","2","1","3"
"Azerbaijan","1997","18","3","10","3","2","2","2","8","2","1","3"
"Azerbaijan","1998","18","3","10","3","2","2","2","8","2","1","3"
"Azerbaijan","1999","18","3","10","3","2","2","3","8","2","1","2"
"Azerbaijan","2000","16","3","9","3","2","1","3","7","2","1","1"
"Azerbaijan","2001","16","3","9","3","2","1","3","7","2","1","1"
"Azerbaijan","2002","17","3","9","3","2","1","3","8","2","1","2"
"Azerbaijan","2003","17","3","9","3","2","1","3","8","2","1","2"
"Azerbaijan","2004","15","2","8","3","2","1","2","7","2","1","2"
"Azerbaijan","2005","15","2","7","2","2","1","3","8","2","1","2"
"Azerbaijan","2006","14","2","7","2","2","1","3","7","1","1","2"
"Azerbaijan","2007","15","2","7","2","2","1","3","8","2","1","2"
"Azerbaijan","2008","14","2","6","2","1","1","3","8","2","1","2"
"Azerbaijan","2009","13","1","5","2","1","1","3","8","2","1","2"
"Azerbaijan","2010","11","1","4","2","1","0","3","7","2","1","1"
"Azerbaijan","2011","11","1","4","2","1","0","3","7","2","1","1"
"Azerbaijan","2012","10","1","3","2","0","0","3","7","2","1","1"
"Azerbaijan","2013","10","1","3","2","0","0","3","7","2","1","1"
"Azerbaijan","2014","10","1","3","2","0","0","3","7","2","1","1"
"Bahrain","1995","8","0","2","2","0","0","2","6","2","1","1"
"Bahrain","1996","7","0","1","1","0","0","2","6","2","1","1"
"Bahrain","1997","7","0","1","1","0","0","2","6","2","1","1"
"Bahrain","1998","7","0","1","1","0","0","2","6","2","1","1"
"Bahrain","1999","6","0","0","0","0","0","2","6","2","1","1"
"Bahrain","2000","7","0","0","0","0","0","3","7","2","1","1"
"Bahrain","2001","4","0","0","0","0","0","2","4","1","1","0"
"Bahrain","2002","4","0","0","0","0","0","2","4","1","1","0"
"Bahrain","2003","3","0","0","0","0","0","2","3","1","0","0"
"Bahrain","2004","4","0","0","0","0","0","3","4","1","0","0"
"Bahrain","2005","4","0","0","0","0","0","3","4","1","0","0"
"Bahrain","2006","4","0","0","0","0","0","3","4","1","0","0"
"Bahrain","2007","4","0","0","0","0","0","3","4","1","0","0"
"Bahrain","2008","4","0","0","0","0","0","3","4","1","0","0"
"Bahrain","2009","4","0","0","0","0","0","3","4","1","0","0"
"Bahrain","2010","5","0","1","1","0","0","3","4","1","0","0"
"Bahrain","2011","8","0","2","2","0","0","3","6","2","1","0"
"Bahrain","2012","9","0","3","3","0","0","3","6","2","1","0"
"Bahrain","2013","9","0","3","3","0","0","3","6","2","1","0"
"Bahrain","2014","9","0","3","3","0","0","3","6","2","1","0"
"Belgium","1995","0","0","0","0","0","0","0","0","0","0","0"
"Belgium","1996","0","0","0","0","0","0","0","0","0","0","0"
"Belgium","1997","0","0","0","0","0","0","0","0","0","0","0"
"Belgium","1998","0","0","0","0","0","0","0","0","0","0","0"
"Belgium","1999","0","0","0","0","0","0","0","0","0","0","0"
"Belgium","2000","0","0","0","0","0","0","0","0","0","0","0"
"Belgium","2001","0","0","0","0","0","0","0","0","0","0","0"
"Belgium","2002","0","0","0","0","0","0","0","0","0","0","0"
"Belgium","2003","0","0","0","0","0","0","0","0","0","0","0"
"Belgium","2004","0","0","0","0","0","0","0","0","0","0","0"
"Belgium","2005","0","0","0","0","0","0","0","0","0","0","0"
"Belgium","2006","0","0","0","0","0","0","0","0","0","0","0"
"Belgium","2007","1","0","0","0","0","0","0","1","1","0","0"
"Belgium","2008","2","0","0","0","0","0","0","2","2","0","0"
"Belgium","2009","2","0","0","0","0","0","0","2","2","0","0"
"Belgium","2010","2","0","0","0","0","0","0","2","2","0","0"
"Belgium","2011","2","0","0","0","0","0","0","2","2","0","0"
"Belgium","2012","2","0","0","0","0","0","0","2","2","0","0"
"Belgium","2013","2","0","0","0","0","0","0","2","2","0","0"
"Belgium","2014","2","0","0","0","0","0","0","2","2","0","0"
"Benin","1995","17","4","10","3","0","3","3","7","1","0","3"
"Benin","1996","17","4","10","3","0","3","3","7","1","0","3"
"Benin","1997","17","4","10","3","0","3","3","7","1","0","3"
"Benin","1998","17","4","10","3","0","3","3","7","1","0","3"
"Benin","1999","16","3","9","3","0","3","3","7","1","0","3"
"Benin","2000","16","3","9","3","0","3","3","7","1","0","3"
"Benin","2001","16","3","9","3","0","3","3","7","1","0","3"
"Benin","2002","16","3","9","3","0","3","3","7","1","0","3"
"Benin","2003","15","3","8","2","0","3","3","7","1","0","3"
"Benin","2004","15","3","8","2","0","3","3","7","1","0","3"
"Benin","2005","15","3","7","2","0","2","3","8","1","1","3"
"Benin","2006","12","3","6","1","0","2","3","6","0","1","2"
"Benin","2007","10","3","6","1","0","2","2","4","0","0","2"
"Benin","2008","11","3","6","1","0","2","2","5","0","1","2"
"Benin","2009","11","3","6","1","0","2","2","5","0","1","2"
"Benin","2010","10","3","5","0","0","2","2","5","0","1","2"
"Benin","2011","10","3","5","0","0","2","2","5","0","1","2"
"Benin","2012","9","3","5","0","0","2","2","4","0","0","2"
"Benin","2013","10","3","6","1","0","2","2","4","0","0","2"
"Benin","2014","10","3","6","1","0","2","2","4","0","0","2"
"Burkina Faso","1995","16","4","9","2","0","3","3","7","0","1","3"
"Burkina Faso","1996","16","4","9","2","0","3","3","7","0","1","3"
"Burkina Faso","1997","14","4","8","1","0","3","2","6","0","1","3"
"Burkina Faso","1998","14","4","8","1","0","3","2","6","0","1","3"
"Burkina Faso","1999","14","4","8","1","0","3","2","6","0","1","3"
"Burkina Faso","2000","15","4","9","2","0","3","2","6","0","1","3"
"Burkina Faso","2001","17","4","10","3","0","3","2","7","0","2","3"
"Burkina Faso","2002","15","4","9","2","0","3","2","6","0","1","3"
"Burkina Faso","2003","17","4","10","3","0","3","3","7","0","1","3"
"Burkina Faso","2004","16","4","10","3","0","3","3","6","0","0","3"
"Burkina Faso","2005","17","4","10","3","0","3","3","7","0","1","3"
"Burkina Faso","2006","17","4","10","3","0","3","3","7","0","1","3"
"Burkina Faso","2007","17","4","10","3","0","3","3","7","0","1","3"
"Burkina Faso","2008","17","4","10","3","0","3","3","7","0","1","3"
"Burkina Faso","2009","17","4","10","3","0","3","3","7","0","1","3"
"Burkina Faso","2010","17","4","10","3","0","3","3","7","0","1","3"
"Burkina Faso","2011","16","4","9","2","0","3","3","7","0","1","3"
"Burkina Faso","2012","16","4","9","2","0","3","3","7","0","1","3"
"Burkina Faso","2013","15","3","8","2","0","3","3","7","0","1","3"
"Burkina Faso","2014","14","3","7","1","0","3","3","7","0","1","3"
"Bhutan","1995","17","3","8","1","1","3","1","9","3","2","3"
"Bhutan","1996","15","3","8","1","1","3","1","7","3","0","3"
"Bhutan","1997","16","3","8","1","1","3","1","8","3","1","3"
"Bhutan","1998","13","3","7","1","0","3","0","6","3","0","3"
"Bhutan","1999","14","3","7","1","0","3","1","7","3","0","3"
"Bhutan","2000","14","3","7","1","0","3","1","7","3","0","3"
"Bhutan","2001","13","3","6","1","0","2","1","7","3","0","3"
"Bhutan","2002","13","3","6","1","0","2","1","7","3","0","3"
"Bhutan","2003","13","3","6","1","0","2","1","7","3","0","3"
"Bhutan","2004","12","2","5","1","0","2","1","7","3","0","3"
"Bhutan","2005","13","2","6","2","0","2","1","7","3","0","3"
"Bhutan","2006","11","2","5","1","0","2","1","6","3","0","2"
"Bhutan","2007","11","2","5","1","0","2","1","6","3","0","2"
"Bhutan","2008","10","2","5","1","0","2","1","5","2","0","2"
"Bhutan","2009","10","2","5","1","0","2","0","5","2","1","2"
"Bhutan","2010","10","2","5","1","0","2","0","5","2","1","2"
"Bhutan","2011","8","2","5","1","0","2","0","3","2","0","1"
"Bhutan","2012","8","2","5","1","0","2","0","3","2","0","1"
"Bhutan","2013","8","2","5","1","0","2","0","3","2","0","1"
"Bhutan","2014","8","2","5","1","0","2","0","3","2","0","1"
"Belarus","1995","4","2","4","1","0","1","0","0","0","0","0"
"Belarus","1996","4","2","4","1","0","1","0","0","0","0","0"
"Belarus","1997","5","2","4","1","0","1","0","1","0","1","0"
"Belarus","1998","6","2","5","2","0","1","0","1","0","1","0"
"Belarus","1999","6","2","5","2","0","1","0","1","0","1","0"
"Belarus","2000","6","2","5","2","0","1","0","1","0","1","0"
"Belarus","2001","5","2","4","2","0","0","0","1","0","1","0"
"Belarus","2002","6","2","5","2","0","1","0","1","0","1","0"
"Belarus","2003","6","2","5","2","0","1","0","1","0","1","0"
"Belarus","2004","6","2","5","2","0","1","0","1","0","1","0"
"Belarus","2005","4","1","3","2","0","0","0","1","0","1","0"
"Belarus","2006","3","1","2","1","0","0","0","1","0","1","0"
"Belarus","2007","4","1","3","2","0","0","0","1","0","1","0"
"Belarus","2008","4","1","3","2","0","0","0","1","0","1","0"
"Belarus","2009","4","1","3","2","0","0","0","1","0","1","0"
"Belarus","2010","4","1","3","2","0","0","0","1","0","1","0"
"Belarus","2011","4","1","3","2","0","0","0","1","0","1","0"
"Belarus","2012","4","1","3","2","0","0","0","1","0","1","0"
"Belarus","2013","4","1","3","2","0","0","0","1","0","1","0"
"Belarus","2014","3","1","2","1","0","0","0","1","0","1","0"
"Bangladesh","1995","20","4","12","3","2","3","0","8","3","2","3"
"Bangladesh","1996","20","4","12","3","2","3","0","8","3","2","3"
"Bangladesh","1997","18","4","11","2","2","3","0","7","2","2","3"
"Bangladesh","1998","17","4","11","2","2","3","0","6","2","2","2"
"Bangladesh","1999","17","4","11","2","2","3","0","6","2","2","2"
"Bangladesh","2000","17","4","11","2","2","3","0","6","2","2","2"
"Bangladesh","2001","15","4","9","1","1","3","0","6","2","2","2"
"Bangladesh","2002","14","4","8","1","1","2","0","6","2","2","2"
"Bangladesh","2003","14","4","8","1","1","2","0","6","2","2","2"
"Bangladesh","2004","14","4","8","1","1","2","0","6","2","2","2"
"Bangladesh","2005","13","4","7","1","0","2","0","6","2","2","2"
"Bangladesh","2006","13","4","7","1","0","2","0","6","2","2","2"
"Bangladesh","2007","14","4","8","2","0","2","0","6","2","2","2"
"Bangladesh","2008","13","4","8","2","0","2","0","5","1","2","2"
"Bangladesh","2009","12","3","7","2","0","2","0","5","1","2","2"
"Bangladesh","2010","12","3","7","2","0","2","0","5","1","2","2"
"Bangladesh","2011","12","3","7","2","0","2","0","5","1","2","2"
"Bangladesh","2012","12","3","7","2","0","2","0","5","1","2","2"
"Bangladesh","2013","13","3","7","2","0","2","0","6","2","2","2"
"Bangladesh","2014","13","3","7","2","0","2","0","6","2","2","2"
"Bolivia","1995","13","3","7","2","0","2","2","6","1","1","2"
"Bolivia","1996","13","3","7","2","0","2","2","6","1","1","2"
"Bolivia","1997","13","3","7","2","0","2","2","6","1","1","2"
"Bolivia","1998","11","3","7","2","0","2","1","4","1","0","2"
"Bolivia","1999","11","3","6","1","0","2","1","5","1","1","2"
"Bolivia","2000","10","3","5","0","0","2","1","5","1","1","2"
"Bolivia","2001","11","3","5","0","0","2","2","6","1","1","2"
"Bolivia","2002","11","3","5","0","0","2","2","6","1","1","2"
"Bolivia","2003","12","3","5","0","0","2","2","7","2","1","2"
"Bolivia","2004","12","3","5","0","0","2","2","7","2","1","2"
"Bolivia","2005","13","3","6","1","0","2","2","7","2","1","2"
"Bolivia","2006","13","3","6","1","0","2","3","7","2","1","1"
"Bolivia","2007","12","3","5","1","0","1","3","7","2","1","1"
"Bolivia","2008","12","3","5","1","0","1","3","7","2","1","1"
"Bolivia","2009","12","3","5","1","0","1","3","7","2","1","1"
"Bolivia","2010","12","3","5","1","0","1","3","7","2","1","1"
"Bolivia","2011","11","2","4","1","0","1","3","7","2","1","1"
"Bolivia","2012","10","2","4","1","0","1","3","6","2","0","1"
"Bolivia","2013","10","2","4","1","0","1","3","6","2","0","1"
"Bolivia","2014","10","2","4","1","0","1","3","6","2","0","1"
"Bosnia and Herzegovina","1995","14","3","7","1","2","1","2","7","2","3","0"
"Bosnia and Herzegovina","1996","12","2","6","1","2","1","2","6","2","2","0"
"Bosnia and Herzegovina","1997","12","2","6","1","2","1","2","6","2","2","0"
"Bosnia and Herzegovina","1998","12","2","6","1","2","1","2","6","2","2","0"
"Bosnia and Herzegovina","1999","12","2","6","1","2","1","2","6","2","2","0"
"Bosnia and Herzegovina","2000","11","2","5","1","1","1","2","6","2","2","0"
"Bosnia and Herzegovina","2001","10","2","5","1","1","1","2","5","2","1","0"
"Bosnia and Herzegovina","2002","10","2","5","1","1","1","2","5","2","1","0"
"Bosnia and Herzegovina","2003","10","2","5","1","1","1","2","5","2","1","0"
"Bosnia and Herzegovina","2004","10","2","5","1","1","1","2","5","2","1","0"
"Bosnia and Herzegovina","2005","9","2","4","1","1","0","2","5","2","1","0"
"Bosnia and Herzegovina","2006","4","1","3","1","1","0","0","1","1","0","0"
"Bosnia and Herzegovina","2007","5","1","3","1","1","0","0","2","2","0","0"
"Bosnia and Herzegovina","2008","4","1","2","1","0","0","0","2","2","0","0"
"Bosnia and Herzegovina","2009","4","1","2","1","0","0","0","2","2","0","0"
"Bosnia and Herzegovina","2010","4","1","2","1","0","0","0","2","2","0","0"
"Bosnia and Herzegovina","2011","4","1","2","1","0","0","0","2","2","0","0"
"Bosnia and Herzegovina","2012","4","1","2","1","0","0","0","2","2","0","0"
"Bosnia and Herzegovina","2013","4","1","2","1","0","0","0","2","2","0","0"
"Bosnia and Herzegovina","2014","4","1","2","1","0","0","0","2","2","0","0"
"Botswana","1995","7","1","4","1","0","2","0","3","0","0","3"
"Botswana","1996","7","1","4","1","0","2","0","3","0","0","3"
"Botswana","1997","7","1","4","1","0","2","0","3","0","0","3"
"Botswana","1998","6","1","3","0","0","2","0","3","0","0","3"
"Botswana","1999","6","1","3","0","0","2","0","3","0","0","3"
"Botswana","2000","6","1","3","0","0","2","0","3","0","0","3"
"Botswana","2001","6","1","3","0","0","2","0","3","0","0","3"
"Botswana","2002","6","1","3","0","0","2","0","3","0","0","3"
"Botswana","2003","6","1","3","0","0","2","0","3","0","0","3"
"Botswana","2004","6","1","3","0","0","2","0","3","0","0","3"
"Botswana","2005","6","1","3","0","0","2","0","3","0","0","3"
"Botswana","2006","3","1","2","0","0","1","0","1","0","0","1"
"Botswana","2007","3","1","2","0","0","1","0","1","0","0","1"
"Botswana","2008","3","1","2","0","0","1","0","1","0","0","1"
"Botswana","2009","3","1","2","0","0","1","0","1","0","0","1"
"Botswana","2010","3","1","2","0","0","1","0","1","0","0","1"
"Botswana","2011","3","1","2","0","0","1","0","1","0","0","1"
"Botswana","2012","3","1","2","0","0","1","0","1","0","0","1"
"Botswana","2013","3","1","2","0","0","1","0","1","0","0","1"
"Botswana","2014","3","1","2","0","0","1","0","1","0","0","1"
"Brazil","1995","7","1","2","0","0","1","0","5","1","3","1"
"Brazil","1996","6","1","2","0","0","1","0","4","1","2","1"
"Brazil","1997","6","1","2","0","0","1","0","4","1","2","1"
"Brazil","1998","6","1","2","0","0","1","0","4","1","2","1"
"Brazil","1999","6","1","2","0","0","1","0","4","1","2","1"
"Brazil","2000","6","1","2","0","0","1","0","4","1","2","1"
"Brazil","2001","6","1","2","0","0","1","0","4","1","2","1"
"Brazil","2002","6","1","2","0","0","1","0","4","1","2","1"
"Brazil","2003","6","1","2","0","0","1","0","4","1","2","1"
"Brazil","2004","6","1","2","0","0","1","0","4","1","2","1"
"Brazil","2005","6","1","2","0","0","1","0","4","1","2","1"
"Brazil","2006","6","1","2","0","0","1","0","4","1","2","1"
"Brazil","2007","5","1","1","0","0","0","0","4","1","2","1"
"Brazil","2008","5","1","1","0","0","0","0","4","1","2","1"
"Brazil","2009","5","1","1","0","0","0","0","4","1","2","1"
"Brazil","2010","6","1","1","0","0","0","1","5","1","2","1"
"Brazil","2011","6","1","1","0","0","0","1","5","1","2","1"
"Brazil","2012","6","1","1","0","0","0","1","5","1","2","1"
"Brazil","2013","5","1","1","0","0","0","1","4","1","2","0"
"Brazil","2014","5","1","1","0","0","0","1","4","1","2","0"
"Burundi","1995","23","4","11","3","1","3","3","12","3","3","3"
"Burundi","1996","24","4","12","3","2","3","3","12","3","3","3"
"Burundi","1997","24","4","12","3","2","3","3","12","3","3","3"
"Burundi","1998","23","4","12","3","2","3","3","11","3","3","2"
"Burundi","1999","23","4","12","3","2","3","3","11","3","3","2"
"Burundi","2000","23","4","12","3","2","3","3","11","3","3","2"
"Burundi","2001","22","4","12","3","2","3","3","10","2","3","2"
"Burundi","2002","22","4","12","3","2","3","3","10","2","3","2"
"Burundi","2003","21","4","12","3","2","3","3","9","1","3","2"
"Burundi","2004","20","4","12","3","2","3","3","8","0","3","2"
"Burundi","2005","20","4","12","3","2","3","3","8","0","3","2"
"Burundi","2006","19","4","12","3","2","3","3","7","0","2","2"
