Antonio Ermirio de Moraes,31,1996,1919,Votorantim Group,relation,"metals, paper, cement",new,0,male,Brazil,BRA,854000000000.0,Latin America,inherited,5.1,Traded Sectors,False,Non-consumer industrial,father,False,False
Forrest Mars Jr,31,2001,1911,"Mars, Incorperated",relation,candy,new,69,male,United States,USA,10600000000000.0,North America,inherited,9.0,Traded Sectors,True,Consumer,3rd generation,False,False
Jacqueline Mars,31,2001,1911,"Mars, Incorperated",relation,candy,new,0,female,United States,USA,10600000000000.0,North America,inherited,9.0,Traded Sectors,True,Consumer,3rd generation,False,False
John Mars,31,2001,1911,"Mars, Incorperated",relation,candy,new,64,male,United States,USA,10600000000000.0,North America,inherited,9.0,Traded Sectors,True,Consumer,3rd generation,False,False
Kirsten Rausing,31,2001,1951,Tetra Pak,relation,food packaging,new,0,female,Sweden,SWE,240000000000.0,Europe,inherited,9.0,Traded Sectors,True,Consumer,3rd generation,False,False
"Forrest Mars, Jr.",31,2014,1911,"Mars, Incorperated",relation,candy,new,82,male,United States,USA,0.0,North America,inherited,20.0,Traded Sectors,True,Consumer,3rd generation,False,False
Jacqueline Mars,31,2014,1911,"Mars, Incorperated",relation,candy,new,74,female,United States,USA,0.0,North America,inherited,20.0,Traded Sectors,True,Consumer,3rd generation,False,False
John Mars,31,2014,1911,"Mars, Incorperated",relation,candy,new,77,male,United States,USA,0.0,North America,inherited,20.0,Traded Sectors,True,Consumer,3rd generation,False,False
Eka Tjipta Widjaja,32,1996,1962,Sinar Mas Group,founder,banking,new,0,male,Indonesia,IDN,227000000000.0,East Asia,self-made finance,5.1,Financial,False,Diversified financial,not inherited,True,False
Liliane Bettencourt,33,1996,1909,L'Oreal,relation,cosmetics,new,73,female,France,FRA,1610000000000.0,Europe,inherited,5.0,Traded Sectors,True,Consumer,father,False,False
Merck family,34,1996,1668,Merck,,pharmaceuticals,aquired,0,,Germany,DEU,2500000000000.0,Europe,inherited,5.0,New Sectors,True,Technology-Medical,not inherited,False,False
Jorge Paulo Lemann,34,2014,1999,Ambev,founder,investment banking/beer,aquired,74,male,Brazil,BRA,0.0,Latin America,founder non-finance,19.7,Traded Sectors,False,Consumer,not inherited,True,False
Silvio Berlusconi,35,1996,1978,Fininvest,founder,media,new,59,male,Italy,ITA,1310000000000.0,Europe,privatized and resources,5.0,Non-Traded Sectors,True,Media,not inherited,True,False
Charles Ergen,35,2001,1980,dish networtk,founder,media,new,48,male,United States,USA,10600000000000.0,North America,founder non-finance,8.8,Non-Traded Sectors,True,Media,not inherited,True,False
Ted Turner,35,2001,1970,CNN,founder,media,aquired,62,male,United States,USA,10600000000000.0,North America,founder non-finance,8.8,Non-Traded Sectors,True,Media,not inherited,True,False
Lee Shau Kee,35,2014,1976,Henderson Land Development,founder/chairman,real estate,new,86,male,Hong Kong,HKG,0.0,East Asia,self-made finance,19.6,Financial,False,Diversified financial,not inherited,True,False
Mohamed Salim Bin Mahfouz,36,1996,1953,National Comercial bank of Saudi Arabia,relation,banking,new,0,male,Saudi Arabia,SAU,158000000000.0,Middle East/North Africa,inherited,5.0,Financial,False,Money Management,father,False,True
Steve Ballmer,36,2014,1975,Microsoft,CEO,technology,new,57,male,United States,USA,0.0,North America,executive,19.3,New Sectors,True,Technology-Computer,not inherited,False,False
"Theo Albrecht, Jr.",36,2014,1913,Aldi Nord,Relation,groceries,new,63,male,Germany,DEU,0.0,Europe,inherited,19.3,Non-Traded Sectors,True,"Retail, Restaurant",father,False,False
Lee Kun-Hee,37,1996,1938,Samsung,relation,electronics,new,0,male,South Korea,KOR,603000000000.0,East Asia,inherited,4.9,New Sectors,True,Technology-Computer,father,False,False
Yasuo Takei,37,2001,0,Takefuji,founder,finance,new,71,male,Japan,JPN,4160000000000.0,East Asia,self-made finance,8.3,Financial,True,Money Management,not inherited,True,False
John Walton,38,1996,1962,Walmart,relation, retail, new,50,male,United States,USA,8100000000000.0,North America,inherited,4.8,Traded Sectors,True,Consumer,father,False,False
Suliman Olayan,38,2001,1947,General Contracting Company,founder,oil infrastructure,new,0,male,Saudi Arabia,SAU,183000000000.0,Middle East/North Africa,self-made finance,8.0,Financial,False,Diversified financial,not inherited,True,False
Leonardo Del Vecchio,38,2014,1961,?Luxottica,founder,glasses,new,78,male,Italy,ITA,0.0,Europe,founder non-finance,19.2,Traded Sectors,True,Consumer,not inherited,True,False
Jim Walton,39,1996,1962,Walmart,relation,retail, new,48,male,United States,USA,8100000000000.0,North America,inherited,4.8,Non-Traded Sectors,True,"Retail, Restaurant",father,False,False
Rupert Murdoch,39,2001,1923,News Limited,relation,media,new,70,male,United States,USA,10600000000000.0,North America,inherited,7.8,Non-Traded Sectors,True,Media,father,False,False
Len Blavatnik,39,2014,1990,Renova Group,founder,"aluminum, oil",new,56,male,United States,USA,0.0,North America,self-made finance,18.7,Financial,True,Diversified financial,not inherited,True,False
Helen Walton,40,1996,1962,Walmart,relation,retail, new,76,female,United States,USA,8100000000000.0,North America,inherited,4.7,Traded Sectors,True,Consumer,spouse/widow,False,False
Hans Rausing,40,2001,1951,Tetra Pak,relation,food packaging,new,74,male,Sweden,SWE,240000000000.0,Europe,inherited,7.7,Traded Sectors,True,Consumer,father,False,False
Nobutada Saji,40,2001,1899,Suntory,relation,brewery,new,55,male,Japan,JPN,4160000000000.0,East Asia,inherited,7.7,Traded Sectors,True,Consumer,3rd generation,False,False
Alisher Usmanov,40,2014,1999,Metalloinvest,founder,metals,new,60,male,Russia,RUS,0.0,Europe,privatized and resources,18.6,Resource Related,False,Non-consumer industrial,not inherited,True,False
Mukesh Ambani,40,2014,1980,Reliance,relation,textiles,new,56,male,India,IND,0.0,South Asia,inherited,18.6,Resource Related,False,Energy,not inherited,False,False
Alice Walton,41,1996,1962,Walmart,relation,retail, new,47,female,United States,USA,8100000000000.0,North America,inherited,4.7,Non-Traded Sectors,True,"Retail, Restaurant",father,False,False
S Robson Walton,42,1996,1962,Walmart,relation,retail, new,52,male,United States,USA,8100000000000.0,North America,inherited,4.7,Non-Traded Sectors,True,"Retail, Restaurant",father,False,False
Azim Premji,42,2001,1945,Wipro Limited,relation,software,new,55,male,India,IND,494000000000.0,South Asia,inherited,6.9,New Sectors,False,Technology-Computer,father,False,False
Masayoshi Son,42,2014,1981,Softbank,founder/CEO,technology,new,56,male,Japan,JPN,0.0,East Asia,founder non-finance,18.4,New Sectors,True,Technology-Computer,not inherited,True,False
Michael Otto,42,2014,1949,Otto Group,relation,mail order retail,new,70,male,Germany,DEU,0.0,Europe,inherited,18.4,Non-Traded Sectors,True,"Retail, Restaurant",father,False,False
Phil Knight,42,2014,1964,Nike,founder,apparel,new,76,male,United States,USA,0.0,North America,founder non-finance,18.4,Traded Sectors,True,Consumer,not inherited,True,False
Henkel family,43,1996,1876,Henkel AG,,chemicals,new,0,,Germany,DEU,2500000000000.0,Europe,inherited,4.6,Traded Sectors,True,Non-consumer industrial,not inherited,False,False
Amancio Ortega,43,2001,1975,Zara,founder,Fashion,new,65,male,Spain,ESP,626000000000.0,Europe,founder non-finance,6.6,Traded Sectors,True,Consumer,not inherited,True,False
Leonardo Del Vecchio,43,2001,1961,?Luxottica,founder,glasses,new,65,male,Italy,ITA,1160000000000.0,Europe,founder non-finance,6.6,Traded Sectors,True,Consumer,not inherited,True,False
Masayoshi Son,44,1996,1981,Softbank,founder/CEO,technology,new,38,male,Japan,JPN,4710000000000.0,East Asia,founder non-finance,4.6,Non-Traded Sectors,True,Media,not inherited,True,False
Friedrich Flick,45,1996,1919,Friedrich Flick Industrial Holding,relation,coal,new,69,male,Germany,DEU,2500000000000.0,Europe,inherited,4.5,Financial,True,Money Management,father,False,False
Gerald Cavendish Grosvenor,45,2001,1677,Grosvenor Group,relation,real estate,new,49,male,United Kingdom,GBR,1530000000000.0,Europe,inherited,6.5,Financial,True,Real Estate,5th generation or longer,False,False
Tadashi Yanai,45,2014,1963,Fast Retailing/Uniqlo,founder,apparel,new,65,male,Japan,JPN,0.0,East Asia,founder non-finance,17.9,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,False
Liem Sioe Liong,46,1996,1952,Salim Group,founder,consumer goods,new,0,male,Indonesia,IDN,227000000000.0,East Asia,self-made finance,4.5,Financial,False,Diversified financial,not inherited,True,False
Kirk Kerkorian,46,2001,1924,MGM Grand,investor,real estate,aquired,83,male,United States,USA,10600000000000.0,North America,self-made finance,6.4,Financial,True,Real Estate,not inherited,False,False
Gina Rinehart,46,2014,1955,Hancock Prospecting,relation,mining,new,60,female,Australia,AUS,0.0,North America,inherited,17.7,Resource Related,True,Mining and metals,father,False,False
Pierre Landolt,47,1996,2001,AxialPar,founder,venture capitalist,new,0,male,Switzerland,CHE,330000000000.0,Europe,founder non-finance,4.5,New Sectors,True,Technology-Medical,not inherited,True,False
Charles Schwab,47,2001,1971,Charles Schwab Corporation,founder,brokerage/banking,new,63,male,United States,USA,10600000000000.0,North America,self-made finance,6.3,Financial,True,Money Management,not inherited,True,False
Francois Pinault,47,2001,1963,"Pinault-Printemps-Redoute (PPR), now known as Kering",founder,apparel,new,64,male,France,FRA,1380000000000.0,Europe,founder non-finance,6.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,False
Mikhail Fridman,47,2014,1989,Alfa Group,founder,investment banking,new,49,male,Russia,RUS,0.0,Europe,privatized and resources,17.6,Resource Related,False,Energy,not inherited,True,False
Donald Newhouse,48,1996,1909,Advance Publications,relation,media,new,66,male,United States,USA,8100000000000.0,North America,inherited,4.5,Non-Traded Sectors,True,Media,father,False,False
Michael Dell,48,2014,1984,Dell,founder,technology,new,49,male,United States,USA,0.0,North America,founder non-finance,17.5,New Sectors,True,Technology-Computer,not inherited,True,False
Samuel Newhouse,49,1996,1909,Advance Publications,relation,media,new,68,male,United States,USA,8100000000000.0,North America,inherited,4.5,Non-Traded Sectors,True,Media,father,False,False
Pierre Landolt,49,2001,2001,AxialPar,founder,venture capitalist,new,0,male,Switzerland,CHE,279000000000.0,Europe,founder non-finance,6.1,New Sectors,True,Technology-Medical,not inherited,True,False
Susanne Klatten,49,2014,1916,BMW,relation,cars,new,51,female,Germany,DEU,0.0,Europe,inherited,17.4,Traded Sectors,True,Consumer,father,False,False
Dhanin Chearavanont,50,1996,1921,Charoen Pokphand (CP Group),relation,retail,new,56,male,Thailand,THA,182000000000.0,East Asia,inherited,4.2,Traded Sectors,False,Consumer,father,False,False
George Soros,50,2001,1969,Soros Fund Management,founder,hedge funds,new,70,male,United States,USA,10600000000000.0,North America,self-made finance,6.0,Financial,True,Hedge funds,not inherited,True,False
Nasser Al-Kharafi,50,2001,1956,Kharafi Group,relation,construction,new,57,male,Kuwait,KWT,34890773880.0,Middle East/North Africa,inherited,6.0,Non-Traded Sectors,False,Constrution,father,False,False
Abigail Johnson,50,2014,1946,Fidelity Investments,relation,investment banking,new,52,female,United States,USA,0.0,North America,inherited,17.3,Financial,True,Money Management,3rd generation,False,False
Boehringer family,51,1996,1885,Poehringer Ingelheim,relation,pharmaceuticals,new,0,,Germany,DEU,2500000000000.0,Europe,inherited,4.1,New Sectors,True,Technology-Medical,3rd generation,False,False
Viktor Vekselberg,51,2014,1990,Renova Group,founder,"aluminum, oil",new,56,male,Russia,RUS,0.0,Europe,privatized and resources,17.2,Resource Related,False,Mining and metals,not inherited,True,False
David Sainsbury,52,1996,1869,Sainsbury's,relation,groceries,new,55,male,United Kingdom,GBR,1310000000000.0,Europe,inherited,4.1,Non-Traded Sectors,True,"Retail, Restaurant",4th generation,False,False
