fips,name,state,State
19099,Jasper County,IA,Iowa
19101,Jefferson County,IA,Iowa
19103,Johnson County,IA,Iowa
19105,Jones County,IA,Iowa
19107,Keokuk County,IA,Iowa
19109,Kossuth County,IA,Iowa
19111,Lee County,IA,Iowa
19113,Linn County,IA,Iowa
19115,Louisa County,IA,Iowa
19117,Lucas County,IA,Iowa
19119,Lyon County,IA,Iowa
19121,Madison County,IA,Iowa
19123,Mahaska County,IA,Iowa
19125,Marion County,IA,Iowa
19127,Marshall County,IA,Iowa
19129,Mills County,IA,Iowa
19131,Mitchell County,IA,Iowa
19133,Monona County,IA,Iowa
19135,Monroe County,IA,Iowa
19137,Montgomery County,IA,Iowa
19139,Muscatine County,IA,Iowa
19141,O'Brien County,IA,Iowa
19143,Osceola County,IA,Iowa
19145,Page County,IA,Iowa
19147,Palo Alto County,IA,Iowa
19149,Plymouth County,IA,Iowa
19151,Pocahontas County,IA,Iowa
19153,Polk County,IA,Iowa
19155,Pottawattamie County,IA,Iowa
19157,Poweshiek County,IA,Iowa
19159,Ringgold County,IA,Iowa
19161,Sac County,IA,Iowa
19163,Scott County,IA,Iowa
19165,Shelby County,IA,Iowa
19167,Sioux County,IA,Iowa
19169,Story County,IA,Iowa
19171,Tama County,IA,Iowa
19173,Taylor County,IA,Iowa
19175,Union County,IA,Iowa
19177,Van Buren County,IA,Iowa
19179,Wapello County,IA,Iowa
19181,Warren County,IA,Iowa
19183,Washington County,IA,Iowa
19185,Wayne County,IA,Iowa
19187,Webster County,IA,Iowa
19189,Winnebago County,IA,Iowa
19191,Winneshiek County,IA,Iowa
19193,Woodbury County,IA,Iowa
19195,Worth County,IA,Iowa
19197,Wright County,IA,Iowa
20001,Allen County,KS,Kansas
20003,Anderson County,KS,Kansas
20005,Atchison County,KS,Kansas
20007,Barber County,KS,Kansas
20009,Barton County,KS,Kansas
20011,Bourbon County,KS,Kansas
20013,Brown County,KS,Kansas
20015,Butler County,KS,Kansas
20017,Chase County,KS,Kansas
20019,Chautauqua County,KS,Kansas
20021,Cherokee County,KS,Kansas
20023,Cheyenne County,KS,Kansas
20025,Clark County,KS,Kansas
20027,Clay County,KS,Kansas
20029,Cloud County,KS,Kansas
20031,Coffey County,KS,Kansas
20033,Comanche County,KS,Kansas
20035,Cowley County,KS,Kansas
20037,Crawford County,KS,Kansas
20039,Decatur County,KS,Kansas
20041,Dickinson County,KS,Kansas
20043,Doniphan County,KS,Kansas
20045,Douglas County,KS,Kansas
20047,Edwards County,KS,Kansas
20049,Elk County,KS,Kansas
20051,Ellis County,KS,Kansas
20053,Ellsworth County,KS,Kansas
20055,Finney County,KS,Kansas
20057,Ford County,KS,Kansas
20059,Franklin County,KS,Kansas
20061,Geary County,KS,Kansas
20063,Gove County,KS,Kansas
20065,Graham County,KS,Kansas
20067,Grant County,KS,Kansas
20069,Gray County,KS,Kansas
20071,Greeley County,KS,Kansas
20073,Greenwood County,KS,Kansas
20075,Hamilton County,KS,Kansas
20077,Harper County,KS,Kansas
20079,Harvey County,KS,Kansas
20081,Haskell County,KS,Kansas
20083,Hodgeman County,KS,Kansas
20085,Jackson County,KS,Kansas
20087,Jefferson County,KS,Kansas
20089,Jewell County,KS,Kansas
20091,Johnson County,KS,Kansas
20093,Kearny County,KS,Kansas
20095,Kingman County,KS,Kansas
20097,Kiowa County,KS,Kansas
20099,Labette County,KS,Kansas
20101,Lane County,KS,Kansas
20103,Leavenworth County,KS,Kansas
20105,Lincoln County,KS,Kansas
20107,Linn County,KS,Kansas
20109,Logan County,KS,Kansas
20111,Lyon County,KS,Kansas
20113,McPherson County,KS,Kansas
20115,Marion County,KS,Kansas
20117,Marshall County,KS,Kansas
20119,Meade County,KS,Kansas
20121,Miami County,KS,Kansas
20123,Mitchell County,KS,Kansas
20125,Montgomery County,KS,Kansas
20127,Morris County,KS,Kansas
20129,Morton County,KS,Kansas
20131,Nemaha County,KS,Kansas
20133,Neosho County,KS,Kansas
20135,Ness County,KS,Kansas
20137,Norton County,KS,Kansas
20139,Osage County,KS,Kansas
20141,Osborne County,KS,Kansas
20143,Ottawa County,KS,Kansas
20145,Pawnee County,KS,Kansas
20147,Phillips County,KS,Kansas
20149,Pottawatomie County,KS,Kansas
20151,Pratt County,KS,Kansas
20153,Rawlins County,KS,Kansas
20155,Reno County,KS,Kansas
20157,Republic County,KS,Kansas
20159,Rice County,KS,Kansas
20161,Riley County,KS,Kansas
20163,Rooks County,KS,Kansas
20165,Rush County,KS,Kansas
20167,Russell County,KS,Kansas
20169,Saline County,KS,Kansas
20171,Scott County,KS,Kansas
20173,Sedgwick County,KS,Kansas
20175,Seward County,KS,Kansas
20177,Shawnee County,KS,Kansas
20179,Sheridan County,KS,Kansas
20181,Sherman County,KS,Kansas
20183,Smith County,KS,Kansas
20185,Stafford County,KS,Kansas
20187,Stanton County,KS,Kansas
20189,Stevens County,KS,Kansas
20191,Sumner County,KS,Kansas
20193,Thomas County,KS,Kansas
20195,Trego County,KS,Kansas
20197,Wabaunsee County,KS,Kansas
20199,Wallace County,KS,Kansas
20201,Washington County,KS,Kansas
20203,Wichita County,KS,Kansas
20205,Wilson County,KS,Kansas
20207,Woodson County,KS,Kansas
20209,Wyandotte County,KS,Kansas
21001,Adair County,KY,Kentucky
21003,Allen County,KY,Kentucky
21005,Anderson County,KY,Kentucky
21007,Ballard County,KY,Kentucky
21009,Barren County,KY,Kentucky
21011,Bath County,KY,Kentucky
21013,Bell County,KY,Kentucky
21015,Boone County,KY,Kentucky
21017,Bourbon County,KY,Kentucky
21019,Boyd County,KY,Kentucky
21021,Boyle County,KY,Kentucky
21023,Bracken County,KY,Kentucky
21025,Breathitt County,KY,Kentucky
21027,Breckinridge County,KY,Kentucky
21029,Bullitt County,KY,Kentucky
21031,Butler County,KY,Kentucky
21033,Caldwell County,KY,Kentucky
21035,Calloway County,KY,Kentucky
21037,Campbell County,KY,Kentucky
21039,Carlisle County,KY,Kentucky
21041,Carroll County,KY,Kentucky
21043,Carter County,KY,Kentucky
21045,Casey County,KY,Kentucky
21047,Christian County,KY,Kentucky
21049,Clark County,KY,Kentucky
21051,Clay County,KY,Kentucky
21053,Clinton County,KY,Kentucky
21055,Crittenden County,KY,Kentucky
21057,Cumberland County,KY,Kentucky
21059,Daviess County,KY,Kentucky
21061,Edmonson County,KY,Kentucky
21063,Elliott County,KY,Kentucky
21065,Estill County,KY,Kentucky
21067,Fayette County,KY,Kentucky
21069,Fleming County,KY,Kentucky
21071,Floyd County,KY,Kentucky
21073,Franklin County,KY,Kentucky
21075,Fulton County,KY,Kentucky
21077,Gallatin County,KY,Kentucky
21079,Garrard County,KY,Kentucky
21081,Grant County,KY,Kentucky
21083,Graves County,KY,Kentucky
21085,Grayson County,KY,Kentucky
21087,Green County,KY,Kentucky
21089,Greenup County,KY,Kentucky
21091,Hancock County,KY,Kentucky
21093,Hardin County,KY,Kentucky
21095,Harlan County,KY,Kentucky
21097,Harrison County,KY,Kentucky
21099,Hart County,KY,Kentucky
21101,Henderson County,KY,Kentucky
21103,Henry County,KY,Kentucky
21105,Hickman County,KY,Kentucky
21107,Hopkins County,KY,Kentucky
21109,Jackson County,KY,Kentucky
21111,Jefferson County,KY,Kentucky
21113,Jessamine County,KY,Kentucky
21115,Johnson County,KY,Kentucky
21117,Kenton County,KY,Kentucky
21119,Knott County,KY,Kentucky
21121,Knox County,KY,Kentucky
21123,Larue County,KY,Kentucky
21125,Laurel County,KY,Kentucky
21127,Lawrence County,KY,Kentucky
21129,Lee County,KY,Kentucky
21131,Leslie County,KY,Kentucky
21133,Letcher County,KY,Kentucky
21135,Lewis County,KY,Kentucky
21137,Lincoln County,KY,Kentucky
21139,Livingston County,KY,Kentucky
21141,Logan County,KY,Kentucky
21143,Lyon County,KY,Kentucky
21145,McCracken County,KY,Kentucky
21147,McCreary County,KY,Kentucky
21149,McLean County,KY,Kentucky
21151,Madison County,KY,Kentucky
21153,Magoffin County,KY,Kentucky
21155,Marion County,KY,Kentucky
21157,Marshall County,KY,Kentucky
21159,Martin County,KY,Kentucky
21161,Mason County,KY,Kentucky
21163,Meade County,KY,Kentucky
21165,Menifee County,KY,Kentucky
21167,Mercer County,KY,Kentucky
21169,Metcalfe County,KY,Kentucky
21171,Monroe County,KY,Kentucky
21173,Montgomery County,KY,Kentucky
21175,Morgan County,KY,Kentucky
21177,Muhlenberg County,KY,Kentucky
21179,Nelson County,KY,Kentucky
21181,Nicholas County,KY,Kentucky
21183,Ohio County,KY,Kentucky
21185,Oldham County,KY,Kentucky
21187,Owen County,KY,Kentucky
21189,Owsley County,KY,Kentucky
21191,Pendleton County,KY,Kentucky
21193,Perry County,KY,Kentucky
21195,Pike County,KY,Kentucky
21197,Powell County,KY,Kentucky
21199,Pulaski County,KY,Kentucky
21201,Robertson County,KY,Kentucky
21203,Rockcastle County,KY,Kentucky
21205,Rowan County,KY,Kentucky
21207,Russell County,KY,Kentucky
21209,Scott County,KY,Kentucky
21211,Shelby County,KY,Kentucky
21213,Simpson County,KY,Kentucky
21215,Spencer County,KY,Kentucky
21217,Taylor County,KY,Kentucky
21219,Todd County,KY,Kentucky
21221,Trigg County,KY,Kentucky
21223,Trimble County,KY,Kentucky
21225,Union County,KY,Kentucky
21227,Warren County,KY,Kentucky
21229,Washington County,KY,Kentucky
21231,Wayne County,KY,Kentucky
21233,Webster County,KY,Kentucky
21235,Whitley County,KY,Kentucky
21237,Wolfe County,KY,Kentucky
21239,Woodford County,KY,Kentucky
22001,Acadia Parish,LA,Louisiana
22003,Allen Parish,LA,Louisiana
22005,Ascension Parish,LA,Louisiana
22007,Assumption Parish,LA,Louisiana
22009,Avoyelles Parish,LA,Louisiana
22011,Beauregard Parish,LA,Louisiana
22013,Bienville Parish,LA,Louisiana
22015,Bossier Parish,LA,Louisiana
22017,Caddo Parish,LA,Louisiana
22019,Calcasieu Parish,LA,Louisiana
22021,Caldwell Parish,LA,Louisiana
22023,Cameron Parish,LA,Louisiana
22025,Catahoula Parish,LA,Louisiana
22027,Claiborne Parish,LA,Louisiana
22029,Concordia Parish,LA,Louisiana
22031,De Soto Parish,LA,Louisiana
22033,East Baton Rouge Parish,LA,Louisiana
22035,East Carroll Parish,LA,Louisiana
22037,East Feliciana Parish,LA,Louisiana
22039,Evangeline Parish,LA,Louisiana
22041,Franklin Parish,LA,Louisiana
22043,Grant Parish,LA,Louisiana
22045,Iberia Parish,LA,Louisiana
22047,Iberville Parish,LA,Louisiana
22049,Jackson Parish,LA,Louisiana
22051,Jefferson Parish,LA,Louisiana
22053,Jefferson Davis Parish,LA,Louisiana
22055,Lafayette Parish,LA,Louisiana
22057,Lafourche Parish,LA,Louisiana
22059,La Salle Parish,LA,Louisiana
22061,Lincoln Parish,LA,Louisiana
22063,Livingston Parish,LA,Louisiana
22065,Madison Parish,LA,Louisiana
22067,Morehouse Parish,LA,Louisiana
22069,Natchitoches Parish,LA,Louisiana
22071,Orleans Parish,LA,Louisiana
22073,Ouachita Parish,LA,Louisiana
22075,Plaquemines Parish,LA,Louisiana
22077,Pointe Coupee Parish,LA,Louisiana
22079,Rapides Parish,LA,Louisiana
22081,Red River Parish,LA,Louisiana
22083,Richland Parish,LA,Louisiana
22085,Sabine Parish,LA,Louisiana
22087,St. Bernard Parish,LA,Louisiana
22089,St. Charles Parish,LA,Louisiana
22091,St. Helena Parish,LA,Louisiana
22093,St. James Parish,LA,Louisiana
22095,St. John the Baptist Parish,LA,Louisiana
22097,St. Landry Parish,LA,Louisiana
22099,St. Martin Parish,LA,Louisiana
22101,St. Mary Parish,LA,Louisiana
22103,St. Tammany Parish,LA,Louisiana
22105,Tangipahoa Parish,LA,Louisiana
22107,Tensas Parish,LA,Louisiana
22109,Terrebonne Parish,LA,Louisiana
22111,Union Parish,LA,Louisiana
22113,Vermilion Parish,LA,Louisiana
22115,Vernon Parish,LA,Louisiana
22117,Washington Parish,LA,Louisiana
22119,Webster Parish,LA,Louisiana
22121,West Baton Rouge Parish,LA,Louisiana
22123,West Carroll Parish,LA,Louisiana
22125,West Feliciana Parish,LA,Louisiana
22127,Winn Parish,LA,Louisiana
23001,Androscoggin County,ME,Maine
23003,Aroostook County,ME,Maine
23005,Cumberland County,ME,Maine
23007,Franklin County,ME,Maine
23009,Hancock County,ME,Maine
23011,Kennebec County,ME,Maine
23013,Knox County,ME,Maine
23015,Lincoln County,ME,Maine
23017,Oxford County,ME,Maine
23019,Penobscot County,ME,Maine
23021,Piscataquis County,ME,Maine
23023,Sagadahoc County,ME,Maine
23025,Somerset County,ME,Maine
23027,Waldo County,ME,Maine
23029,Washington County,ME,Maine
23031,York County,ME,Maine
24001,Allegany County,MD,Maryland
24003,Anne Arundel County,MD,Maryland
24005,Baltimore County,MD,Maryland
24009,Calvert County,MD,Maryland
24011,Caroline County,MD,Maryland
24013,Carroll County,MD,Maryland
24015,Cecil County,MD,Maryland
24017,Charles County,MD,Maryland
24019,Dorchester County,MD,Maryland
24021,Frederick County,MD,Maryland
24023,Garrett County,MD,Maryland
24025,Harford County,MD,Maryland
24027,Howard County,MD,Maryland
24029,Kent County,MD,Maryland
24031,Montgomery County,MD,Maryland
24033,Prince George's County,MD,Maryland
24035,Queen Anne's County,MD,Maryland
24037,St. Mary's County,MD,Maryland
24039,Somerset County,MD,Maryland
24041,Talbot County,MD,Maryland
24043,Washington County,MD,Maryland
24045,Wicomico County,MD,Maryland
24047,Worcester County,MD,Maryland
24510,Baltimore city,MD,Maryland
25001,Barnstable County,MA,Massachusetts
25003,Berkshire County,MA,Massachusetts
25005,Bristol County,MA,Massachusetts
25007,Dukes County,MA,Massachusetts
25009,Essex County,MA,Massachusetts
25011,Franklin County,MA,Massachusetts
25013,Hampden County,MA,Massachusetts
25015,Hampshire County,MA,Massachusetts
25017,Middlesex County,MA,Massachusetts
25019,Nantucket County,MA,Massachusetts
25021,Norfolk County,MA,Massachusetts
25023,Plymouth County,MA,Massachusetts
25025,Suffolk County,MA,Massachusetts
25027,Worcester County,MA,Massachusetts
26001,Alcona County,MI,Michigan
26003,Alger County,MI,Michigan
26005,Allegan County,MI,Michigan
26007,Alpena County,MI,Michigan
26009,Antrim County,MI,Michigan
26011,Arenac County,MI,Michigan
26013,Baraga County,MI,Michigan
26015,Barry County,MI,Michigan
26017,Bay County,MI,Michigan
26019,Benzie County,MI,Michigan
26021,Berrien County,MI,Michigan
26023,Branch County,MI,Michigan
26025,Calhoun County,MI,Michigan
26027,Cass County,MI,Michigan
26029,Charlevoix County,MI,Michigan
26031,Cheboygan County,MI,Michigan
26033,Chippewa County,MI,Michigan
26035,Clare County,MI,Michigan
26037,Clinton County,MI,Michigan
26039,Crawford County,MI,Michigan
26041,Delta County,MI,Michigan
26043,Dickinson County,MI,Michigan
26045,Eaton County,MI,Michigan
26047,Emmet County,MI,Michigan
26049,Genesee County,MI,Michigan
26051,Gladwin County,MI,Michigan
26053,Gogebic County,MI,Michigan
26055,Grand Traverse County,MI,Michigan
26057,Gratiot County,MI,Michigan
26059,Hillsdale County,MI,Michigan
26061,Houghton County,MI,Michigan
26063,Huron County,MI,Michigan
26065,Ingham County,MI,Michigan
26067,Ionia County,MI,Michigan
26069,Iosco County,MI,Michigan
26071,Iron County,MI,Michigan
26073,Isabella County,MI,Michigan
26075,Jackson County,MI,Michigan
26077,Kalamazoo County,MI,Michigan
26079,Kalkaska County,MI,Michigan
26081,Kent County,MI,Michigan
26083,Keweenaw County,MI,Michigan
26085,Lake County,MI,Michigan
26087,Lapeer County,MI,Michigan
26089,Leelanau County,MI,Michigan
26091,Lenawee County,MI,Michigan
26093,Livingston County,MI,Michigan
26095,Luce County,MI,Michigan
26097,Mackinac County,MI,Michigan
26099,Macomb County,MI,Michigan
26101,Manistee County,MI,Michigan
26103,Marquette County,MI,Michigan
26105,Mason County,MI,Michigan
26107,Mecosta County,MI,Michigan
26109,Menominee County,MI,Michigan
26111,Midland County,MI,Michigan
26113,Missaukee County,MI,Michigan
26115,Monroe County,MI,Michigan
26117,Montcalm County,MI,Michigan
26119,Montmorency County,MI,Michigan
26121,Muskegon County,MI,Michigan
26123,Newaygo County,MI,Michigan
26125,Oakland County,MI,Michigan
26127,Oceana County,MI,Michigan
26129,Ogemaw County,MI,Michigan
26131,Ontonagon County,MI,Michigan
26133,Osceola County,MI,Michigan
26135,Oscoda County,MI,Michigan
26137,Otsego County,MI,Michigan
26139,Ottawa County,MI,Michigan
26141,Presque Isle County,MI,Michigan
26143,Roscommon County,MI,Michigan
26145,Saginaw County,MI,Michigan
26147,St. Clair County,MI,Michigan
26149,St. Joseph County,MI,Michigan
26151,Sanilac County,MI,Michigan
26153,Schoolcraft County,MI,Michigan
26155,Shiawassee County,MI,Michigan
26157,Tuscola County,MI,Michigan
26159,Van Buren County,MI,Michigan
26161,Washtenaw County,MI,Michigan
26163,Wayne County,MI,Michigan
26165,Wexford County,MI,Michigan
27001,Aitkin County,MN,Minnesota
27003,Anoka County,MN,Minnesota
27005,Becker County,MN,Minnesota
27007,Beltrami County,MN,Minnesota
27009,Benton County,MN,Minnesota
27011,Big Stone County,MN,Minnesota
27013,Blue Earth County,MN,Minnesota
27015,Brown County,MN,Minnesota
27017,Carlton County,MN,Minnesota
27019,Carver County,MN,Minnesota
27021,Cass County,MN,Minnesota
27023,Chippewa County,MN,Minnesota
27025,Chisago County,MN,Minnesota
27027,Clay County,MN,Minnesota
27029,Clearwater County,MN,Minnesota
27031,Cook County,MN,Minnesota
27033,Cottonwood County,MN,Minnesota
27035,Crow Wing County,MN,Minnesota
27037,Dakota County,MN,Minnesota
27039,Dodge County,MN,Minnesota
27041,Douglas County,MN,Minnesota
27043,Faribault County,MN,Minnesota
27045,Fillmore County,MN,Minnesota
27047,Freeborn County,MN,Minnesota
27049,Goodhue County,MN,Minnesota
27051,Grant County,MN,Minnesota
27053,Hennepin County,MN,Minnesota
27055,Houston County,MN,Minnesota
27057,Hubbard County,MN,Minnesota
27059,Isanti County,MN,Minnesota
27061,Itasca County,MN,Minnesota
27063,Jackson County,MN,Minnesota
27065,Kanabec County,MN,Minnesota
27067,Kandiyohi County,MN,Minnesota
27069,Kittson County,MN,Minnesota
27071,Koochiching County,MN,Minnesota
27073,Lac qui Parle County,MN,Minnesota
27075,Lake County,MN,Minnesota
27077,Lake of the Woods County,MN,Minnesota
27079,Le Sueur County,MN,Minnesota
27081,Lincoln County,MN,Minnesota
27083,Lyon County,MN,Minnesota
27085,McLeod County,MN,Minnesota
27087,Mahnomen County,MN,Minnesota
27089,Marshall County,MN,Minnesota
27091,Martin County,MN,Minnesota
27093,Meeker County,MN,Minnesota
27095,Mille Lacs County,MN,Minnesota
27097,Morrison County,MN,Minnesota
27099,Mower County,MN,Minnesota
27101,Murray County,MN,Minnesota
27103,Nicollet County,MN,Minnesota
27105,Nobles County,MN,Minnesota
27107,Norman County,MN,Minnesota
27109,Olmsted County,MN,Minnesota
27111,Otter Tail County,MN,Minnesota
27113,Pennington County,MN,Minnesota
27115,Pine County,MN,Minnesota
27117,Pipestone County,MN,Minnesota
27119,Polk County,MN,Minnesota
27121,Pope County,MN,Minnesota
27123,Ramsey County,MN,Minnesota
27125,Red Lake County,MN,Minnesota
27127,Redwood County,MN,Minnesota
27129,Renville County,MN,Minnesota
27131,Rice County,MN,Minnesota
27133,Rock County,MN,Minnesota
27135,Roseau County,MN,Minnesota
27137,St. Louis County,MN,Minnesota
27139,Scott County,MN,Minnesota
27141,Sherburne County,MN,Minnesota
27143,Sibley County,MN,Minnesota
27145,Stearns County,MN,Minnesota
27147,Steele County,MN,Minnesota
27149,Stevens County,MN,Minnesota
27151,Swift County,MN,Minnesota
27153,Todd County,MN,Minnesota
27155,Traverse County,MN,Minnesota
27157,Wabasha County,MN,Minnesota
27159,Wadena County,MN,Minnesota
27161,Waseca County,MN,Minnesota
27163,Washington County,MN,Minnesota
27165,Watonwan County,MN,Minnesota
27167,Wilkin County,MN,Minnesota
27169,Winona County,MN,Minnesota
27171,Wright County,MN,Minnesota
27173,Yellow Medicine County,MN,Minnesota
28001,Adams County,MS,Mississippi
28003,Alcorn County,MS,Mississippi
28005,Amite County,MS,Mississippi
28007,Attala County,MS,Mississippi
28009,Benton County,MS,Mississippi
28011,Bolivar County,MS,Mississippi
28013,Calhoun County,MS,Mississippi
28015,Carroll County,MS,Mississippi
28017,Chickasaw County,MS,Mississippi
28019,Choctaw County,MS,Mississippi
28021,Claiborne County,MS,Mississippi
28023,Clarke County,MS,Mississippi
28025,Clay County,MS,Mississippi
28027,Coahoma County,MS,Mississippi
28029,Copiah County,MS,Mississippi
28031,Covington County,MS,Mississippi
28033,DeSoto County,MS,Mississippi
28035,Forrest County,MS,Mississippi
28037,Franklin County,MS,Mississippi
28039,George County,MS,Mississippi
28041,Greene County,MS,Mississippi
28043,Grenada County,MS,Mississippi
28045,Hancock County,MS,Mississippi
28047,Harrison County,MS,Mississippi
28049,Hinds County,MS,Mississippi
28051,Holmes County,MS,Mississippi
28053,Humphreys County,MS,Mississippi
28055,Issaquena County,MS,Mississippi
28057,Itawamba County,MS,Mississippi
28059,Jackson County,MS,Mississippi
28061,Jasper County,MS,Mississippi
28063,Jefferson County,MS,Mississippi
28065,Jefferson Davis County,MS,Mississippi
28067,Jones County,MS,Mississippi
28069,Kemper County,MS,Mississippi
28071,Lafayette County,MS,Mississippi
28073,Lamar County,MS,Mississippi
28075,Lauderdale County,MS,Mississippi
28077,Lawrence County,MS,Mississippi
28079,Leake County,MS,Mississippi
28081,Lee County,MS,Mississippi
28083,Leflore County,MS,Mississippi
28085,Lincoln County,MS,Mississippi
28087,Lowndes County,MS,Mississippi
28089,Madison County,MS,Mississippi
28091,Marion County,MS,Mississippi
28093,Marshall County,MS,Mississippi
28095,Monroe County,MS,Mississippi
28097,Montgomery County,MS,Mississippi
28099,Neshoba County,MS,Mississippi
28101,Newton County,MS,Mississippi
28103,Noxubee County,MS,Mississippi
28105,Oktibbeha County,MS,Mississippi
28107,Panola County,MS,Mississippi
28109,Pearl River County,MS,Mississippi
28111,Perry County,MS,Mississippi
28113,Pike County,MS,Mississippi
28115,Pontotoc County,MS,Mississippi
28117,Prentiss County,MS,Mississippi
28119,Quitman County,MS,Mississippi
28121,Rankin County,MS,Mississippi
28123,Scott County,MS,Mississippi
28125,Sharkey County,MS,Mississippi
28127,Simpson County,MS,Mississippi
28129,Smith County,MS,Mississippi
28131,Stone County,MS,Mississippi
28133,Sunflower County,MS,Mississippi
28135,Tallahatchie County,MS,Mississippi
28137,Tate County,MS,Mississippi
28139,Tippah County,MS,Mississippi
28141,Tishomingo County,MS,Mississippi
28143,Tunica County,MS,Mississippi
28145,Union County,MS,Mississippi
28147,Walthall County,MS,Mississippi
28149,Warren County,MS,Mississippi
28151,Washington County,MS,Mississippi
28153,Wayne County,MS,Mississippi
28155,Webster County,MS,Mississippi
28157,Wilkinson County,MS,Mississippi
28159,Winston County,MS,Mississippi
28161,Yalobusha County,MS,Mississippi
28163,Yazoo County,MS,Mississippi
29001,Adair County,MO,Missouri
29003,Andrew County,MO,Missouri
29005,Atchison County,MO,Missouri
29007,Audrain County,MO,Missouri
29009,Barry County,MO,Missouri
29011,Barton County,MO,Missouri
29013,Bates County,MO,Missouri
29015,Benton County,MO,Missouri
29017,Bollinger County,MO,Missouri
29019,Boone County,MO,Missouri
29021,Buchanan County,MO,Missouri
29023,Butler County,MO,Missouri
29025,Caldwell County,MO,Missouri
29027,Callaway County,MO,Missouri
29029,Camden County,MO,Missouri
29031,Cape Girardeau County,MO,Missouri
29033,Carroll County,MO,Missouri
29035,Carter County,MO,Missouri
29037,Cass County,MO,Missouri
29039,Cedar County,MO,Missouri
29041,Chariton County,MO,Missouri
29043,Christian County,MO,Missouri
29045,Clark County,MO,Missouri
29047,Clay County,MO,Missouri
29049,Clinton County,MO,Missouri
29051,Cole County,MO,Missouri
29053,Cooper County,MO,Missouri
29055,Crawford County,MO,Missouri
29057,Dade County,MO,Missouri
29059,Dallas County,MO,Missouri
29061,Daviess County,MO,Missouri
29063,DeKalb County,MO,Missouri
29065,Dent County,MO,Missouri
29067,Douglas County,MO,Missouri
29069,Dunklin County,MO,Missouri
29071,Franklin County,MO,Missouri
29073,Gasconade County,MO,Missouri
29075,Gentry County,MO,Missouri
29077,Greene County,MO,Missouri
29079,Grundy County,MO,Missouri
29081,Harrison County,MO,Missouri
29083,Henry County,MO,Missouri
29085,Hickory County,MO,Missouri
29087,Holt County,MO,Missouri
29089,Howard County,MO,Missouri
29091,Howell County,MO,Missouri
29093,Iron County,MO,Missouri
29095,Jackson County,MO,Missouri
29097,Jasper County,MO,Missouri
29099,Jefferson County,MO,Missouri
29101,Johnson County,MO,Missouri
29103,Knox County,MO,Missouri
29105,Laclede County,MO,Missouri
29107,Lafayette County,MO,Missouri
29109,Lawrence County,MO,Missouri
29111,Lewis County,MO,Missouri
29113,Lincoln County,MO,Missouri
29115,Linn County,MO,Missouri
29117,Livingston County,MO,Missouri
29119,McDonald County,MO,Missouri
29121,Macon County,MO,Missouri
29123,Madison County,MO,Missouri
29125,Maries County,MO,Missouri
29127,Marion County,MO,Missouri
29129,Mercer County,MO,Missouri
29131,Miller County,MO,Missouri
29133,Mississippi County,MO,Missouri
29135,Moniteau County,MO,Missouri
29137,Monroe County,MO,Missouri
29139,Montgomery County,MO,Missouri
29141,Morgan County,MO,Missouri
29143,New Madrid County,MO,Missouri
29145,Newton County,MO,Missouri
29147,Nodaway County,MO,Missouri
29149,Oregon County,MO,Missouri
29151,Osage County,MO,Missouri
29153,Ozark County,MO,Missouri
29155,Pemiscot County,MO,Missouri
29157,Perry County,MO,Missouri
29159,Pettis County,MO,Missouri
29161,Phelps County,MO,Missouri
29163,Pike County,MO,Missouri
29165,Platte County,MO,Missouri
29167,Polk County,MO,Missouri
29169,Pulaski County,MO,Missouri
29171,Putnam County,MO,Missouri
29173,Ralls County,MO,Missouri
29175,Randolph County,MO,Missouri
29177,Ray County,MO,Missouri
29179,Reynolds County,MO,Missouri
29181,Ripley County,MO,Missouri
29183,St. Charles County,MO,Missouri
29185,St. Clair County,MO,Missouri
29186,Ste. Genevieve County,MO,Missouri
29187,St. Francois County,MO,Missouri
29189,St. Louis County,MO,Missouri
29195,Saline County,MO,Missouri
29197,Schuyler County,MO,Missouri
29199,Scotland County,MO,Missouri
29201,Scott County,MO,Missouri
29203,Shannon County,MO,Missouri
29205,Shelby County,MO,Missouri
29207,Stoddard County,MO,Missouri
29209,Stone County,MO,Missouri
29211,Sullivan County,MO,Missouri
29213,Taney County,MO,Missouri
29215,Texas County,MO,Missouri
29217,Vernon County,MO,Missouri
29219,Warren County,MO,Missouri
29221,Washington County,MO,Missouri
29223,Wayne County,MO,Missouri
29225,Webster County,MO,Missouri
29227,Worth County,MO,Missouri
29229,Wright County,MO,Missouri
29510,St. Louis city,MO,Missouri
30001,Beaverhead County,MT,Montana
30003,Big Horn County,MT,Montana
30005,Blaine County,MT,Montana
30007,Broadwater County,MT,Montana
30009,Carbon County,MT,Montana
30011,Carter County,MT,Montana
30013,Cascade County,MT,Montana
30015,Chouteau County,MT,Montana
30017,Custer County,MT,Montana
30019,Daniels County,MT,Montana
30021,Dawson County,MT,Montana
30023,Deer Lodge County,MT,Montana
30025,Fallon County,MT,Montana
30027,Fergus County,MT,Montana
30029,Flathead County,MT,Montana
30031,Gallatin County,MT,Montana
30033,Garfield County,MT,Montana
30035,Glacier County,MT,Montana
30037,Golden Valley County,MT,Montana
30039,Granite County,MT,Montana
30041,Hill County,MT,Montana
30043,Jefferson County,MT,Montana
30045,Judith Basin County,MT,Montana
30047,Lake County,MT,Montana
30049,Lewis and Clark County,MT,Montana
30051,Liberty County,MT,Montana
30053,Lincoln County,MT,Montana
